state,dates,retail,grocery,parks,transit,workplace,residential,average_mobility
Chhattisgarh,12 April,-72.0,-46.0,-46.0,-70.0,-53.0,26.0,-60.25
Chhattisgarh,13 April,-71.0,-46.0,-45.0,-71.0,-50.0,26.0,-59.5
Chhattisgarh,14 April,-71.0,-45.0,-43.0,-70.0,-53.0,25.0,-59.75
Chhattisgarh,15 April,-71.0,-40.0,-45.0,-68.0,-46.0,24.0,-56.25
Chhattisgarh,16 April,-80.0,-25.0,-59.0,-68.0,-49.0,24.0,-55.5
Chhattisgarh,17 April,-84.0,-41.0,-61.0,-70.0,-50.0,27.0,-61.25
Chhattisgarh,18 April,-84.0,-41.0,-61.0,-70.0,-50.0,27.0,-61.25
Chhattisgarh,19 April,-84.0,-41.0,-61.0,-70.0,-50.0,27.0,-61.25
Chhattisgarh,20 April,-81.0,-31.0,-60.0,-69.0,-45.0,25.0,-56.5
Chhattisgarh,21 April,-80.0,-27.0,-59.0,-67.0,-42.0,21.0,-54.0
Chhattisgarh,22 April,-80.0,-27.0,-60.0,-66.0,-41.0,21.0,-53.5
Chhattisgarh,23 April,-79.0,-27.0,-60.0,-66.0,-41.0,22.0,-53.25
Chhattisgarh,24 April,-79.0,-26.0,-60.0,-65.0,-37.0,22.0,-51.75
Chhattisgarh,25 April,-79.0,-26.0,-60.0,-65.0,-37.0,22.0,-51.75
Chhattisgarh,26 April,-79.0,-26.0,-60.0,-65.0,-37.0,22.0,-51.75
Chhattisgarh,27 April,-78.0,-23.0,-59.0,-65.0,-37.0,22.0,-50.75
Chhattisgarh,28 April,-77.0,-21.0,-58.0,-63.0,-36.0,19.0,-49.25
Chhattisgarh,29 April,-78.0,-23.0,-59.0,-64.0,-35.0,20.0,-50.0
Chhattisgarh,30 April,-77.0,-20.0,-58.0,-63.0,-35.0,20.0,-48.75
Chhattisgarh,01 May,-78.0,-22.0,-58.0,-63.0,-34.0,21.0,-49.25
Chhattisgarh,02 May,-78.0,-22.0,-58.0,-63.0,-34.0,21.0,-49.25
Chhattisgarh,03 May,-78.0,-22.0,-58.0,-63.0,-34.0,21.0,-49.25
Chhattisgarh,04 May,-74.0,-11.0,-55.0,-58.0,-30.0,17.0,-43.25
Chhattisgarh,05 May,-74.0,-10.0,-55.0,-57.0,-29.0,16.0,-42.5
Chhattisgarh,06 May,-72.0,-5.0,-56.0,-54.0,-27.0,16.0,-39.5
Chhattisgarh,07 May,-71.0,-4.0,-56.0,-55.0,-35.0,17.0,-41.25
Chhattisgarh,08 May,-69.0,2.0,-56.0,-51.0,-24.0,15.0,-35.5
Chhattisgarh,09 May,-69.0,2.0,-56.0,-51.0,-24.0,15.0,-35.5
Chhattisgarh,10 May,-69.0,2.0,-56.0,-51.0,-24.0,15.0,-35.5
Chhattisgarh,11 May,-67.0,9.0,-54.0,-49.0,-24.0,15.0,-32.75
Chhattisgarh,12 May,-68.0,4.0,-54.0,-50.0,-24.0,15.0,-34.5
Chhattisgarh,13 May,-68.0,3.0,-56.0,-50.0,-23.0,14.0,-34.5
Chhattisgarh,14 May,-66.0,3.0,-55.0,-50.0,-24.0,13.0,-34.25
Chhattisgarh,15 May,-64.0,11.0,-53.0,-46.0,-20.0,12.0,-29.75
Chhattisgarh,16 May,-64.0,11.0,-53.0,-46.0,-20.0,12.0,-29.75
Chhattisgarh,17 May,-64.0,11.0,-53.0,-46.0,-20.0,12.0,-29.75
Chhattisgarh,18 May,-63.0,18.0,-53.0,-45.0,-21.0,13.0,-27.75
Chhattisgarh,19 May,-63.0,14.0,-53.0,-45.0,-19.0,12.0,-28.25
Chhattisgarh,20 May,-62.0,12.0,-55.0,-46.0,-19.0,12.0,-28.75
Chhattisgarh,21 May,-62.0,13.0,-55.0,-46.0,-19.0,13.0,-28.5
Chhattisgarh,22 May,-62.0,13.0,-54.0,-44.0,-16.0,12.0,-27.25
Chhattisgarh,23 May,-62.0,13.0,-54.0,-44.0,-16.0,12.0,-27.25
Chhattisgarh,24 May,-62.0,13.0,-54.0,-44.0,-16.0,12.0,-27.25
Chhattisgarh,25 May,-63.0,15.0,-53.0,-47.0,-31.0,16.0,-31.5
Chhattisgarh,26 May,-63.0,9.0,-54.0,-48.0,-17.0,12.0,-29.75
Chhattisgarh,27 May,-63.0,7.0,-55.0,-47.0,-17.0,13.0,-30.0
Chhattisgarh,28 May,-62.0,9.0,-54.0,-48.0,-18.0,13.0,-29.75
Chhattisgarh,29 May,-61.0,15.0,-54.0,-44.0,-14.0,12.0,-26.0
Chhattisgarh,30 May,-61.0,15.0,-54.0,-44.0,-14.0,12.0,-26.0
Chhattisgarh,31 May,-61.0,15.0,-54.0,-44.0,-14.0,12.0,-26.0
Chhattisgarh,01 June,-58.0,22.0,-52.0,-43.0,-15.0,11.0,-23.5
Chhattisgarh,02 June,-60.0,14.0,-52.0,-45.0,-16.0,10.0,-26.75
Chhattisgarh,03 June,-59.0,16.0,-53.0,-42.0,-15.0,10.0,-25.0
Chhattisgarh,04 June,-59.0,16.0,-53.0,-44.0,-16.0,10.0,-25.75
Chhattisgarh,05 June,-56.0,19.0,-51.0,-42.0,-17.0,11.0,-24.0
Chhattisgarh,06 June,-56.0,19.0,-51.0,-42.0,-17.0,11.0,-24.0
Chhattisgarh,07 June,-56.0,19.0,-51.0,-42.0,-17.0,11.0,-24.0
Chhattisgarh,08 June,-56.0,22.0,-50.0,-43.0,-16.0,10.0,-23.25
Chhattisgarh,09 June,-59.0,13.0,-51.0,-46.0,-17.0,10.0,-27.25
Chhattisgarh,10 June,-57.0,15.0,-51.0,-43.0,-16.0,9.0,-25.25
Chhattisgarh,11 June,-57.0,12.0,-53.0,-44.0,-18.0,11.0,-26.75
Chhattisgarh,12 June,-54.0,20.0,-51.0,-41.0,-15.0,9.0,-22.5
Chhattisgarh,13 June,-54.0,20.0,-51.0,-41.0,-15.0,9.0,-22.5
Chhattisgarh,14 June,-54.0,20.0,-51.0,-41.0,-15.0,9.0,-22.5
Chhattisgarh,15 June,-54.0,17.0,-50.0,-43.0,-19.0,10.0,-24.75
Chhattisgarh,16 June,-54.0,16.0,-50.0,-43.0,-18.0,9.0,-24.75
Chhattisgarh,17 June,-53.0,16.0,-52.0,-41.0,-18.0,9.0,-24.0
Chhattisgarh,18 June,-52.0,18.0,-51.0,-41.0,-18.0,9.0,-23.25
Chhattisgarh,19 June,-52.0,16.0,-51.0,-41.0,-15.0,9.0,-23.0
Chhattisgarh,20 June,-52.0,16.0,-51.0,-41.0,-15.0,9.0,-23.0
Chhattisgarh,21 June,-52.0,16.0,-51.0,-41.0,-15.0,9.0,-23.0
Chhattisgarh,22 June,-61.0,-1.0,-54.0,-49.0,-24.0,14.0,-33.75
Chhattisgarh,23 June,-52.0,21.0,-50.0,-42.0,-22.0,10.0,-23.75
Chhattisgarh,24 June,-50.0,24.0,-51.0,-38.0,-18.0,7.0,-20.5
Chhattisgarh,25 June,-52.0,19.0,-52.0,-40.0,-20.0,8.0,-23.25
Chhattisgarh,26 June,-52.0,15.0,-51.0,-42.0,-17.0,8.0,-24.0
Chhattisgarh,27 June,-52.0,15.0,-51.0,-42.0,-17.0,8.0,-24.0
Chhattisgarh,28 June,-52.0,15.0,-51.0,-42.0,-17.0,8.0,-24.0
Chhattisgarh,29 June,-51.0,19.0,-50.0,-42.0,-20.0,8.0,-23.5
Chhattisgarh,30 June,-50.0,15.0,-45.0,-41.0,-21.0,8.0,-24.25
Chhattisgarh,01 July,-47.0,20.0,-46.0,-39.0,-18.0,7.0,-21.0
Chhattisgarh,02 July,-47.0,20.0,-46.0,-41.0,-19.0,8.0,-21.75
Chhattisgarh,03 July,-47.0,19.0,-46.0,-39.0,-15.0,8.0,-20.5
Chhattisgarh,04 July,-47.0,19.0,-46.0,-39.0,-15.0,8.0,-20.5
Chhattisgarh,05 July,-47.0,19.0,-46.0,-39.0,-15.0,8.0,-20.5
Chhattisgarh,06 July,-47.0,21.0,-44.0,-42.0,-18.0,9.0,-21.5
Chhattisgarh,07 July,-46.0,23.0,-44.0,-38.0,-18.0,7.0,-19.75
Dadra and Nagar Haveli,15 February,5.0,-25.0,4.0,0.0,2.0,0.0,-4.5
Dadra and Nagar Haveli,16 February,9.0,-27.0,19.0,-8.0,4.0,0.0,-5.5
Dadra and Nagar Haveli,17 February,7.0,-24.0,15.0,-19.0,-1.0,0.0,-9.25
Dadra and Nagar Haveli,18 February,9.0,-18.0,1.0,-14.0,1.0,0.0,-5.5
Dadra and Nagar Haveli,19 February,10.0,-20.0,1.0,-6.0,2.0,-1.0,-3.5
Dadra and Nagar Haveli,20 February,6.0,-24.0,-2.0,-10.0,3.0,-1.0,-6.25
Dadra and Nagar Haveli,21 February,4.0,-23.0,-4.0,-2.0,-16.0,2.0,-9.25
Dadra and Nagar Haveli,22 February,4.0,-23.0,-4.0,-2.0,-16.0,2.0,-9.25
Dadra and Nagar Haveli,23 February,4.0,-23.0,-4.0,-2.0,-16.0,2.0,-9.25
Dadra and Nagar Haveli,24 February,7.0,-26.0,-10.0,-6.0,2.0,0.0,-5.75
Dadra and Nagar Haveli,25 February,4.0,-23.0,-4.0,-4.0,1.0,0.0,-5.5
Dadra and Nagar Haveli,26 February,1.0,-24.0,-7.0,-2.0,2.0,0.0,-5.75
Dadra and Nagar Haveli,27 February,1.0,-30.0,-10.0,-10.0,1.0,0.0,-9.5
Dadra and Nagar Haveli,28 February,6.0,-25.0,-15.0,-10.0,4.0,1.0,-6.25
Dadra and Nagar Haveli,29 February,6.0,-25.0,-15.0,-10.0,4.0,1.0,-6.25
Dadra and Nagar Haveli,01 March,6.0,-25.0,-15.0,-10.0,4.0,1.0,-6.25
Dadra and Nagar Haveli,02 March,6.0,-22.0,-11.0,-17.0,3.0,0.0,-7.5
Dadra and Nagar Haveli,03 March,5.0,,-8.0,-12.0,2.0,0.0,-1.67
Dadra and Nagar Haveli,04 March,7.0,,-7.0,2.0,2.0,0.0,3.67
Dadra and Nagar Haveli,05 March,4.0,,-3.0,8.0,3.0,0.0,5.0
Dadra and Nagar Haveli,06 March,8.0,,-11.0,20.0,4.0,0.0,10.67
Dadra and Nagar Haveli,07 March,8.0,,-11.0,20.0,4.0,0.0,10.67
Dadra and Nagar Haveli,08 March,8.0,,-11.0,20.0,4.0,0.0,10.67
Dadra and Nagar Haveli,09 March,24.0,,1.0,-23.0,-7.0,1.0,-2.0
Dadra and Nagar Haveli,10 March,-13.0,,18.0,-35.0,-65.0,15.0,-37.67
Dadra and Nagar Haveli,11 March,6.0,,-4.0,0.0,-12.0,1.0,-2.0
Dadra and Nagar Haveli,12 March,2.0,,-11.0,-4.0,-2.0,0.0,-1.33
Dadra and Nagar Haveli,13 March,7.0,,-17.0,4.0,0.0,1.0,3.67
Dadra and Nagar Haveli,14 March,7.0,,-17.0,4.0,0.0,1.0,3.67
Dadra and Nagar Haveli,15 March,7.0,,-17.0,4.0,0.0,1.0,3.67
Dadra and Nagar Haveli,16 March,8.0,,-3.0,12.0,0.0,1.0,6.67
Dadra and Nagar Haveli,17 March,5.0,,-5.0,-2.0,-1.0,1.0,0.67
Dadra and Nagar Haveli,18 March,2.0,,-7.0,4.0,-1.0,1.0,1.67
Dadra and Nagar Haveli,19 March,1.0,,-8.0,-8.0,-2.0,2.0,-3.0
Dadra and Nagar Haveli,20 March,1.0,,-18.0,-33.0,-1.0,3.0,-11.0
Dadra and Nagar Haveli,21 March,1.0,,-18.0,-33.0,-1.0,3.0,-11.0
Dadra and Nagar Haveli,22 March,1.0,,-18.0,-33.0,-1.0,3.0,-11.0
Dadra and Nagar Haveli,23 March,-33.0,,-26.0,-42.0,-18.0,11.0,-31.0
Dadra and Nagar Haveli,24 March,-50.0,,-40.0,-53.0,-45.0,19.0,-49.33
Dadra and Nagar Haveli,25 March,-68.0,-63.0,-52.0,-61.0,-70.0,31.0,-65.5
Dadra and Nagar Haveli,26 March,-68.0,-61.0,-51.0,-57.0,-70.0,32.0,-64.0
Dadra and Nagar Haveli,27 March,-69.0,-66.0,-56.0,-55.0,-70.0,33.0,-65.0
Dadra and Nagar Haveli,28 March,-69.0,-66.0,-56.0,-55.0,-70.0,33.0,-65.0
Dadra and Nagar Haveli,29 March,-69.0,-66.0,-56.0,-55.0,-70.0,33.0,-65.0
Dadra and Nagar Haveli,30 March,-70.0,-69.0,-54.0,-67.0,-70.0,34.0,-69.0
Dadra and Nagar Haveli,31 March,-70.0,-66.0,-53.0,-71.0,-69.0,32.0,-69.0
Dadra and Nagar Haveli,01 April,-71.0,-68.0,-55.0,-67.0,-69.0,32.0,-68.75
Dadra and Nagar Haveli,02 April,-72.0,-70.0,-54.0,-71.0,-70.0,34.0,-70.75
Dadra and Nagar Haveli,03 April,-70.0,-68.0,-55.0,-71.0,-67.0,33.0,-69.0
Dadra and Nagar Haveli,04 April,-70.0,-68.0,-55.0,-71.0,-67.0,33.0,-69.0
Dadra and Nagar Haveli,05 April,-70.0,-68.0,-55.0,-71.0,-67.0,33.0,-69.0
Dadra and Nagar Haveli,06 April,-72.0,-70.0,-52.0,-73.0,-69.0,33.0,-71.0
Dadra and Nagar Haveli,07 April,-74.0,-62.0,-47.0,-69.0,-69.0,32.0,-68.5
Dadra and Nagar Haveli,08 April,-75.0,-62.0,-48.0,-67.0,-69.0,33.0,-68.25
Dadra and Nagar Haveli,09 April,-75.0,-62.0,-47.0,-71.0,-68.0,35.0,-69.0
Dadra and Nagar Haveli,10 April,-74.0,-58.0,-49.0,-61.0,-68.0,35.0,-65.25
Dadra and Nagar Haveli,11 April,-74.0,-58.0,-49.0,-61.0,-68.0,35.0,-65.25
Dadra and Nagar Haveli,12 April,-74.0,-58.0,-49.0,-61.0,-68.0,35.0,-65.25
Dadra and Nagar Haveli,13 April,-72.0,-57.0,-46.0,-75.0,-64.0,35.0,-67.0
Dadra and Nagar Haveli,14 April,-72.0,-57.0,-44.0,-71.0,-64.0,33.0,-66.0
Dadra and Nagar Haveli,15 April,-71.0,-49.0,-47.0,-67.0,-62.0,32.0,-62.25
Dadra and Nagar Haveli,16 April,-80.0,-41.0,-70.0,-69.0,-62.0,33.0,-63.0
Dadra and Nagar Haveli,17 April,-79.0,-37.0,-73.0,-73.0,-61.0,34.0,-62.5
Dadra and Nagar Haveli,18 April,-79.0,-37.0,-73.0,-73.0,-61.0,34.0,-62.5
Dadra and Nagar Haveli,19 April,-79.0,-37.0,-73.0,-73.0,-61.0,34.0,-62.5
Dadra and Nagar Haveli,20 April,-80.0,-41.0,-71.0,-76.0,-57.0,33.0,-63.5
Dadra and Nagar Haveli,21 April,-79.0,-34.0,-70.0,-80.0,-57.0,31.0,-62.5
Dadra and Nagar Haveli,22 April,-80.0,-35.0,-70.0,-79.0,-56.0,31.0,-62.5
Dadra and Nagar Haveli,23 April,-79.0,-34.0,-73.0,-79.0,-55.0,32.0,-61.75
Dadra and Nagar Haveli,24 April,-78.0,-30.0,-71.0,-76.0,-52.0,30.0,-59.0
Dadra and Nagar Haveli,25 April,-78.0,-30.0,-71.0,-76.0,-52.0,30.0,-59.0
Dadra and Nagar Haveli,26 April,-78.0,-30.0,-71.0,-76.0,-52.0,30.0,-59.0
Dadra and Nagar Haveli,27 April,-76.0,-28.0,-68.0,-79.0,-45.0,30.0,-57.0
Dadra and Nagar Haveli,28 April,-73.0,-10.0,-67.0,-72.0,-41.0,25.0,-49.0
Dadra and Nagar Haveli,29 April,-72.0,-2.0,-67.0,-73.0,-38.0,25.0,-46.25
Dadra and Nagar Haveli,30 April,-72.0,-2.0,-65.0,-75.0,-37.0,25.0,-46.5
Dadra and Nagar Haveli,01 May,-71.0,4.0,-68.0,-72.0,-41.0,27.0,-45.0
Dadra and Nagar Haveli,02 May,-71.0,4.0,-68.0,-72.0,-41.0,27.0,-45.0
Dadra and Nagar Haveli,03 May,-71.0,4.0,-68.0,-72.0,-41.0,27.0,-45.0
Dadra and Nagar Haveli,04 May,-66.0,5.0,-59.0,-72.0,-28.0,22.0,-40.25
Dadra and Nagar Haveli,05 May,-64.0,16.0,-59.0,-68.0,-27.0,20.0,-35.75
Dadra and Nagar Haveli,06 May,-64.0,25.0,-62.0,-73.0,-26.0,19.0,-34.5
Dadra and Nagar Haveli,07 May,-65.0,18.0,-60.0,-70.0,-25.0,20.0,-35.5
Dadra and Nagar Haveli,08 May,-64.0,29.0,-62.0,-69.0,-23.0,20.0,-31.75
Dadra and Nagar Haveli,09 May,-64.0,29.0,-62.0,-69.0,-23.0,20.0,-31.75
Dadra and Nagar Haveli,10 May,-64.0,29.0,-62.0,-69.0,-23.0,20.0,-31.75
Dadra and Nagar Haveli,11 May,-63.0,18.0,-56.0,-69.0,-21.0,20.0,-33.75
Dadra and Nagar Haveli,12 May,-64.0,28.0,-59.0,-67.0,-23.0,18.0,-31.5
Dadra and Nagar Haveli,13 May,-61.0,18.0,-57.0,-62.0,-22.0,17.0,-31.75
Dadra and Nagar Haveli,14 May,-57.0,14.0,-57.0,-56.0,-21.0,16.0,-30.0
Dadra and Nagar Haveli,15 May,-56.0,35.0,-57.0,-50.0,-19.0,17.0,-22.5
Dadra and Nagar Haveli,16 May,-56.0,35.0,-57.0,-50.0,-19.0,17.0,-22.5
Dadra and Nagar Haveli,17 May,-56.0,35.0,-57.0,-50.0,-19.0,17.0,-22.5
Dadra and Nagar Haveli,18 May,-56.0,23.0,-56.0,-55.0,-20.0,17.0,-27.0
Dadra and Nagar Haveli,19 May,-57.0,23.0,-52.0,-53.0,-19.0,16.0,-26.5
Dadra and Nagar Haveli,20 May,-57.0,31.0,-53.0,-55.0,-18.0,16.0,-24.75
Dadra and Nagar Haveli,21 May,-56.0,24.0,-55.0,-56.0,-19.0,17.0,-26.75
Dadra and Nagar Haveli,22 May,-57.0,40.0,-56.0,-51.0,-17.0,16.0,-21.25
Dadra and Nagar Haveli,23 May,-57.0,40.0,-56.0,-51.0,-17.0,16.0,-21.25
Dadra and Nagar Haveli,24 May,-57.0,40.0,-56.0,-51.0,-17.0,16.0,-21.25
Dadra and Nagar Haveli,25 May,-57.0,22.0,-50.0,-52.0,-22.0,18.0,-27.25
Dadra and Nagar Haveli,26 May,-54.0,29.0,-54.0,-55.0,-19.0,14.0,-24.75
Dadra and Nagar Haveli,27 May,-56.0,25.0,-55.0,-58.0,-18.0,14.0,-26.75
Dadra and Nagar Haveli,28 May,-58.0,13.0,-56.0,-59.0,-18.0,15.0,-30.5
Dadra and Nagar Haveli,29 May,-58.0,32.0,-57.0,-55.0,-18.0,16.0,-24.75
Dadra and Nagar Haveli,30 May,-58.0,32.0,-57.0,-55.0,-18.0,16.0,-24.75
Dadra and Nagar Haveli,31 May,-58.0,32.0,-57.0,-55.0,-18.0,16.0,-24.75
Dadra and Nagar Haveli,01 June,-52.0,30.0,-52.0,-55.0,-16.0,14.0,-23.25
Dadra and Nagar Haveli,02 June,-55.0,33.0,-52.0,-51.0,-18.0,12.0,-22.75
Dadra and Nagar Haveli,03 June,-61.0,15.0,-62.0,-54.0,-39.0,23.0,-34.75
Dadra and Nagar Haveli,04 June,-57.0,21.0,-60.0,-52.0,-16.0,13.0,-26.0
Dadra and Nagar Haveli,05 June,-53.0,51.0,-56.0,-44.0,-12.0,12.0,-14.5
Dadra and Nagar Haveli,06 June,-53.0,51.0,-56.0,-44.0,-12.0,12.0,-14.5
Dadra and Nagar Haveli,07 June,-53.0,51.0,-56.0,-44.0,-12.0,12.0,-14.5
Dadra and Nagar Haveli,08 June,-50.0,36.0,-50.0,-43.0,-11.0,12.0,-17.0
Dadra and Nagar Haveli,09 June,-51.0,34.0,-50.0,-40.0,-13.0,11.0,-17.5
Dadra and Nagar Haveli,10 June,-49.0,34.0,-48.0,-40.0,-13.0,11.0,-17.0
Dadra and Nagar Haveli,11 June,-51.0,29.0,-50.0,-74.0,-14.0,11.0,-27.5
Dadra and Nagar Haveli,12 June,-52.0,46.0,-55.0,-69.0,-14.0,12.0,-22.25
Dadra and Nagar Haveli,13 June,-52.0,46.0,-55.0,-69.0,-14.0,12.0,-22.25
Dadra and Nagar Haveli,14 June,-52.0,46.0,-55.0,-69.0,-14.0,12.0,-22.25
Dadra and Nagar Haveli,15 June,-51.0,31.0,-48.0,-75.0,-14.0,12.0,-27.25
Dadra and Nagar Haveli,16 June,-50.0,43.0,-45.0,-69.0,-14.0,10.0,-22.5
Dadra and Nagar Haveli,17 June,-52.0,32.0,-47.0,-73.0,-15.0,10.0,-27.0
Dadra and Nagar Haveli,18 June,-55.0,20.0,-49.0,-60.0,-15.0,12.0,-27.5
Dadra and Nagar Haveli,19 June,-54.0,40.0,-53.0,-65.0,-15.0,13.0,-23.5
Dadra and Nagar Haveli,20 June,-54.0,40.0,-53.0,-65.0,-15.0,13.0,-23.5
Dadra and Nagar Haveli,21 June,-54.0,40.0,-53.0,-65.0,-15.0,13.0,-23.5
Dadra and Nagar Haveli,22 June,-53.0,28.0,-46.0,-61.0,-16.0,13.0,-25.5
Dadra and Nagar Haveli,23 June,-53.0,33.0,-49.0,-65.0,-17.0,11.0,-25.5
Dadra and Nagar Haveli,24 June,-56.0,19.0,-46.0,-62.0,-16.0,11.0,-28.75
Dadra and Nagar Haveli,25 June,-57.0,14.0,-54.0,-67.0,-17.0,12.0,-31.75
Dadra and Nagar Haveli,26 June,-58.0,20.0,-55.0,-61.0,-17.0,13.0,-29.0
Dadra and Nagar Haveli,27 June,-58.0,20.0,-55.0,-61.0,-17.0,13.0,-29.0
Dadra and Nagar Haveli,28 June,-58.0,20.0,-55.0,-61.0,-17.0,13.0,-29.0
Dadra and Nagar Haveli,29 June,-56.0,10.0,-53.0,-65.0,-15.0,14.0,-31.5
Dadra and Nagar Haveli,30 June,-54.0,31.0,-50.0,-62.0,-17.0,11.0,-25.5
Dadra and Nagar Haveli,01 July,-53.0,28.0,-50.0,-54.0,-18.0,11.0,-24.25
Dadra and Nagar Haveli,02 July,-54.0,20.0,-54.0,-61.0,-17.0,13.0,-28.0
Dadra and Nagar Haveli,03 July,-55.0,33.0,-59.0,-59.0,-17.0,14.0,-24.5
Dadra and Nagar Haveli,04 July,-55.0,33.0,-59.0,-59.0,-17.0,14.0,-24.5
Dadra and Nagar Haveli,05 July,-55.0,33.0,-59.0,-59.0,-17.0,14.0,-24.5
Dadra and Nagar Haveli,06 July,-57.0,11.0,-58.0,-60.0,-22.0,17.0,-32.0
Dadra and Nagar Haveli,07 July,-57.0,19.0,-56.0,-67.0,-21.0,15.0,-31.5
Daman and Diu,15 February,5.0,-5.0,4.0,12.0,3.0,0.0,3.75
Daman and Diu,16 February,9.0,-12.0,0.0,11.0,7.0,-1.0,3.75
Daman and Diu,17 February,5.0,-4.0,11.0,2.0,-4.0,1.0,-0.25
Daman and Diu,18 February,7.0,-1.0,12.0,9.0,3.0,0.0,4.5
Daman and Diu,19 February,1.0,-7.0,4.0,8.0,2.0,0.0,1.0
Daman and Diu,20 February,5.0,-1.0,7.0,7.0,3.0,-1.0,3.5
Daman and Diu,21 February,14.0,33.0,48.0,2.0,-30.0,4.0,4.75
Daman and Diu,22 February,14.0,33.0,48.0,2.0,-30.0,4.0,4.75
Daman and Diu,23 February,14.0,33.0,48.0,2.0,-30.0,4.0,4.75
Daman and Diu,24 February,0.0,-3.0,3.0,-11.0,2.0,0.0,-3.0
Daman and Diu,25 February,8.0,-2.0,2.0,-5.0,0.0,-1.0,0.25
Daman and Diu,26 February,2.0,-3.0,9.0,-13.0,0.0,0.0,-3.5
Daman and Diu,27 February,4.0,-2.0,8.0,-8.0,0.0,0.0,-1.5
Daman and Diu,28 February,7.0,-4.0,-3.0,-11.0,1.0,0.0,-1.75
Daman and Diu,29 February,7.0,-4.0,-3.0,-11.0,1.0,0.0,-1.75
Daman and Diu,01 March,7.0,-4.0,-3.0,-11.0,1.0,0.0,-1.75
Daman and Diu,02 March,-3.0,1.0,5.0,-9.0,1.0,1.0,-2.5
Daman and Diu,03 March,0.0,-7.0,-2.0,,3.0,1.0,-1.33
Daman and Diu,04 March,2.0,1.0,7.0,,1.0,1.0,1.33
Daman and Diu,05 March,3.0,-1.0,2.0,,1.0,1.0,1.0
Daman and Diu,06 March,4.0,0.0,-2.0,,2.0,0.0,2.0
Daman and Diu,07 March,4.0,0.0,-2.0,,2.0,0.0,2.0
Daman and Diu,08 March,4.0,0.0,-2.0,,2.0,0.0,2.0
Daman and Diu,09 March,20.0,44.0,69.0,,-8.0,2.0,18.67
Daman and Diu,10 March,25.0,8.0,174.0,,-66.0,18.0,-11.0
Daman and Diu,11 March,5.0,15.0,38.0,,-11.0,2.0,3.0
Daman and Diu,12 March,2.0,3.0,16.0,,-3.0,1.0,0.67
Daman and Diu,13 March,3.0,4.0,0.0,,-1.0,1.0,2.0
Daman and Diu,14 March,3.0,4.0,0.0,,-1.0,1.0,2.0
Daman and Diu,15 March,3.0,4.0,0.0,,-1.0,1.0,2.0
Daman and Diu,16 March,-4.0,9.0,3.0,,-1.0,1.0,1.33
Daman and Diu,17 March,-3.0,2.0,-2.0,,-2.0,1.0,-1.0
Daman and Diu,18 March,-4.0,5.0,-3.0,,-3.0,1.0,-0.67
Daman and Diu,19 March,-2.0,3.0,-7.0,,-4.0,2.0,-1.0
Daman and Diu,20 March,-9.0,0.0,-25.0,,-3.0,3.0,-4.0
Daman and Diu,21 March,-9.0,0.0,-25.0,,-3.0,3.0,-4.0
Daman and Diu,22 March,-9.0,0.0,-25.0,,-3.0,3.0,-4.0
Daman and Diu,23 March,-51.0,-36.0,-52.0,-53.0,-22.0,14.0,-40.5
Daman and Diu,24 March,-62.0,-51.0,-58.0,-58.0,-54.0,24.0,-56.25
Daman and Diu,25 March,-75.0,-68.0,-64.0,-72.0,-72.0,33.0,-71.75
Daman and Diu,26 March,-73.0,-69.0,-62.0,-72.0,-70.0,34.0,-71.0
Daman and Diu,27 March,-74.0,-70.0,-69.0,-75.0,-69.0,33.0,-72.0
Daman and Diu,28 March,-74.0,-70.0,-69.0,-75.0,-69.0,33.0,-72.0
Daman and Diu,29 March,-74.0,-70.0,-69.0,-75.0,-69.0,33.0,-72.0
Daman and Diu,30 March,-75.0,-68.0,-64.0,-73.0,-67.0,34.0,-70.75
Daman and Diu,31 March,-74.0,-67.0,-65.0,-71.0,-68.0,33.0,-70.0
Daman and Diu,01 April,-75.0,-68.0,-65.0,-72.0,-67.0,34.0,-70.5
Daman and Diu,02 April,-75.0,-68.0,-66.0,-76.0,-69.0,35.0,-72.0
Daman and Diu,03 April,-73.0,-66.0,-66.0,-73.0,-66.0,33.0,-69.5
Daman and Diu,04 April,-73.0,-66.0,-66.0,-73.0,-66.0,33.0,-69.5
Daman and Diu,05 April,-73.0,-66.0,-66.0,-73.0,-66.0,33.0,-69.5
Daman and Diu,06 April,-76.0,-68.0,-66.0,-74.0,-67.0,34.0,-71.25
Daman and Diu,07 April,-80.0,-61.0,-75.0,-69.0,-64.0,33.0,-68.5
Daman and Diu,08 April,-82.0,-64.0,-74.0,-69.0,-65.0,33.0,-70.0
Daman and Diu,09 April,-80.0,-61.0,-74.0,-72.0,-64.0,35.0,-69.25
Daman and Diu,10 April,-80.0,-62.0,-75.0,-71.0,-65.0,36.0,-69.5
Daman and Diu,11 April,-80.0,-62.0,-75.0,-71.0,-65.0,36.0,-69.5
Daman and Diu,12 April,-80.0,-62.0,-75.0,-71.0,-65.0,36.0,-69.5
Daman and Diu,13 April,-81.0,-61.0,-74.0,-70.0,-60.0,35.0,-68.0
Daman and Diu,14 April,-81.0,-63.0,-75.0,-70.0,-66.0,34.0,-70.0
Daman and Diu,15 April,-81.0,-57.0,-75.0,-66.0,-58.0,33.0,-65.5
Daman and Diu,16 April,-86.0,-53.0,-82.0,-66.0,-57.0,34.0,-65.5
