state,dates,rt_point,rt_sd,rt_l95,rt_u95,rt_l50,rt_u50
India,06 February,1.1608208252362902,0.60777932035623,0.29481080663253,2.60845158595139,0.712788554928105,1.49352255017395
India,07 February,1.0973684870004399,0.577798609060755,0.276282438937524,2.46947639472399,0.673277223559141,1.4107300333666297
India,08 February,1.1106985696728702,0.57395517931675,0.280664965521538,2.46237687904016,0.690868903994681,1.42264434687298
India,09 February,0.8689013629350251,0.531817109075275,0.15822690464443398,2.1806278557893797,0.47930131415449,1.14540725692229
India,10 February,0.584981133734463,0.45216605002922,0.0519138662026662,1.7459527485122601,0.254146813086283,0.7954750324373651
India,11 February,0.653179869401017,0.5131593938891911,0.05922094158049201,1.9703152951131002,0.28087028541986103,0.8876560083590009
India,12 February,0.830025598824597,0.653025167795646,0.07301248416596699,2.51950897710169,0.359271595604921,1.12586933365611
India,13 February,1.12253447561848,0.897136229509447,0.09873903662622198,3.43465828038599,0.479830882885445,1.5246454985647
India,14 February,1.5180915268433002,1.1953094562726398,0.143928123513611,4.607493202531621,0.6553878548245899,2.0583553840457602
India,15 February,1.9364420373408002,1.52597683225546,0.16618767837572002,5.86353064525514,0.837560551049082,2.63345285522457
India,16 February,2.21991095785565,1.7481871953637,0.20654997736520603,6.76173901062235,0.952422957349592,3.0096705479248196
India,17 February,2.39519991694086,1.8341917630198001,0.222476753215985,6.98901262183913,1.0501822409536,3.26483910683679
India,18 February,2.531438155666,1.9700632014683102,0.227018371506678,7.56704748097871,1.0888557432836201,3.4521916004594
India,19 February,2.5175797774742996,1.94315278593093,0.232585767022147,7.640408961561309,1.1075702018708,3.3939506764368703
India,20 February,2.58379160916305,1.9755143503284498,0.24471532860044898,7.66856076329883,1.10549762716037,3.5279873570128397
India,21 February,2.5992761073980097,1.96966690991862,0.235911347262242,7.52226047050401,1.15243962662516,3.5527407939154303
India,22 February,2.5946822247786603,2.0030188595783502,0.22852014282469602,7.631540040062701,1.14201910103375,3.53151822426642
India,23 February,2.6098529485169397,2.01857007160889,0.239943227969545,7.80568622091097,1.1439002668499798,3.56082877876854
India,24 February,2.6079126478237598,2.00156694749509,0.234348521408702,7.6398669877226695,1.15378481009973,3.51734110223602
India,25 February,2.61187047692699,2.01193602607459,0.22781437925567802,7.70813680368337,1.13379825228128,3.5832259327050604
India,26 February,2.6003402992272,1.99449685572333,0.234963774134372,7.756152246217999,1.13529475184688,3.5365269035739497
India,27 February,2.62226578943463,2.00620318732077,0.25085230176837603,7.794231805326031,1.1601906912264999,3.5449559330160403
India,28 February,2.5910515979279802,1.99576931026476,0.233885335510899,7.7527564095926,1.1292152090899,3.5061430196911
India,29 February,2.6089099234807698,1.99390453923141,0.243066553349022,7.6991134351166295,1.14578888766852,3.5716712016167795
India,01 March,5.70440425308415,2.9769661877138702,1.46800375366762,12.8664306160527,3.51930084328629,7.294608138789281
India,02 March,6.6437938731609,3.13188558229001,2.0625736292559997,14.0742628434233,4.34467611620295,8.447552959751
India,03 March,26.3778819170252,8.21857701455996,13.8355384527693,45.2320957241922,20.316814532991103,31.310052800885
India,04 March,14.171065791025699,6.903983039319449,4.93740730725829,31.1323806401986,8.93453135433851,17.8422862203535
India,05 March,5.3851125817650995,3.1821325376591303,2.08988963867648,14.5420398244054,3.24721051482965,6.3856711205329
India,06 March,2.64689369818266,1.02350103310266,1.43149137115376,5.43603204704946,1.98362490403923,3.0024929576955497
India,07 March,1.95024230927808,0.422935622746225,1.2600223733156297,2.9484428931932403,1.6478779000836101,2.19332510627319
India,08 March,1.9050865102051597,0.31996687882225605,1.3433369737616598,2.5899959522355096,1.68069081030351,2.10650719107571
India,09 March,2.07179561931057,0.293914786648001,1.5401952703727901,2.6993368875081,1.86653937900197,2.25919561215018
India,10 March,1.9718943510418,0.274786470585897,1.47174790772243,2.54189355992069,1.7793274530918601,2.1500814070006298
India,11 March,1.34872751628982,0.21371052672398702,0.974192852201032,1.79553238083125,1.19644534378145,1.4862129813738898
India,12 March,1.3007568870458601,0.18576058863338898,0.9694114455805101,1.6971958240878502,1.16910692914417,1.41821018744048
India,13 March,1.3579794743623501,0.16870847663044103,1.04780104146186,1.7115717961119898,1.24037781607038,1.4660749409849798
India,14 March,1.4008322997991,0.16197536031170098,1.1035725559034801,1.7373059340424901,1.28698088075336,1.5054557497738599
India,15 March,1.4629272519888799,0.160463602676213,1.1663376485969,1.79477103918815,1.3506850769009,1.5695889246742099
India,16 March,1.5141036878821599,0.16320513251878002,1.2171359581785,1.84943160325881,1.4003489352699798,1.6226966294051102
India,17 March,1.50776958002936,0.158203798097418,1.2179268839317299,1.8340189144977599,1.39798361653518,1.61151509097066
India,18 March,1.59356953001111,0.15690541497591,1.3047912460828401,1.9143634686573703,1.4838103136884697,1.69711557235724
India,19 March,1.95986611125878,0.17315837511257398,1.6387798940468001,2.32641073727303,1.8408286801690599,2.06937276971747
India,20 March,2.39148843289196,0.20833146427238503,1.9992571514568303,2.80943919075269,2.2434626619066402,2.53098228556769
India,21 March,2.4849070223063503,0.261815763241165,2.00441333940526,3.01243359838718,2.29834125087942,2.6658112843542
India,22 March,2.51815832960286,0.30988065620506394,1.99256220125112,3.1832659917867403,2.29350107696779,2.7200805143832203
India,23 March,2.25152529416849,0.279216073872453,1.7883316372913602,2.8687946891857403,2.0476646154282,2.42257781751478
India,24 March,2.0115969527241297,0.22612451907546,1.63340343578195,2.51513903104849,1.8473107624729899,2.15338631177854
India,25 March,1.76469591244664,0.17046342957476002,1.47507028342155,2.13355173797577,1.64273542054847,1.8713496712445101
