state,dates,rt_point,rt_sd,rt_l95,rt_u95,rt_l50,rt_u50
Ahmedabad,2020-02-07,2.5915499660072903,1.97569959680429,0.23851401700307,7.5438796586421,6.4150197273868095,6.4150197273868095
Ahmedabad,2020-02-08,2.5988586402659397,2.03109667154161,0.239141547957462,7.906371399430001,6.54852929912166,6.54852929912166
Ahmedabad,2020-02-09,2.62269186655268,2.03022429360863,0.243406204076858,7.774658210126469,6.62226706602224,6.62226706602224
Ahmedabad,2020-02-10,2.5901296506902405,2.00848345677315,0.2256448144365,7.77117171620437,6.49214730531128,6.49214730531128
Ahmedabad,2020-02-11,2.57940520755437,1.97825725953832,0.240848886899179,7.77071254934824,6.470878473339269,6.470878473339269
Ahmedabad,2020-02-12,2.6135294559732403,1.99879439736687,0.23290607626280396,7.65908683419726,6.47216072660904,6.47216072660904
Ahmedabad,2020-02-13,2.59392121051359,2.00001278910661,0.22753918034821696,7.60237626232871,6.5357348459561395,6.5357348459561395
Ahmedabad,2020-02-14,2.59662523486433,2.0096231775360702,0.236601173230421,7.709423355564951,6.52984710607236,6.52984710607236
Ahmedabad,2020-02-15,2.59060217441625,2.0092235945528,0.22962328872036603,7.7796197800708695,6.575249619803281,6.575249619803281
Ahmedabad,2020-02-16,2.60262132528369,2.00940304886937,0.241099739347543,7.832100600119361,6.5789409002410695,6.5789409002410695
Ahmedabad,2020-02-17,2.6117186717932297,1.98726158185481,0.231275320335922,7.70664047169974,6.52792288908924,6.52792288908924
Ahmedabad,2020-02-18,2.5850568399712204,2.00317804479453,0.24227216170100196,7.6680422159501695,6.490991490781781,6.490991490781781
Ahmedabad,2020-02-19,2.59621599794592,1.98466602482518,0.254209825783559,7.57222858942827,6.46016712307277,6.46016712307277
Ahmedabad,2020-02-20,2.6032990378300096,1.98914503203214,0.23730389585499898,7.68188014144798,6.50410937714278,6.50410937714278
Ahmedabad,2020-02-21,2.5992374442812203,1.9757781028018302,0.232402060561559,7.79823492795749,6.49419058612421,6.49419058612421
Ahmedabad,2020-02-22,2.5937739721122997,1.9862734074518897,0.23023409374968695,7.6936547790445005,6.502955678137231,6.502955678137231
Ahmedabad,2020-02-23,2.5905289319072797,1.9716458036229398,0.23087513261136103,7.6800017766607205,6.4953239647078895,6.4953239647078895
Ahmedabad,2020-02-24,2.5987294485509103,1.9976468001769798,0.240541691443422,7.73373623985085,6.56172945318916,6.56172945318916
Ahmedabad,2020-02-25,2.6042123982809198,2.01953814187326,0.23603363389281398,7.8009864914146,6.554676542541981,6.554676542541981
Ahmedabad,2020-02-26,2.5998127415843504,1.9888076369917198,0.2260834089088,7.68500179087537,6.5100673143632495,6.5100673143632495
Ahmedabad,2020-02-27,2.6171339992694502,2.00188384649123,0.23576876182139103,7.78073726036189,6.531959457670911,6.531959457670911
Ahmedabad,2020-02-28,2.6026403131674902,1.98533210484552,0.240417986339406,7.729617245905019,6.51029733923558,6.51029733923558
Ahmedabad,2020-02-29,2.60389748513061,2.01568927854977,0.23896692573718697,7.873395796959139,6.5714367524513,6.5714367524513
Ahmedabad,2020-03-01,2.58856015247521,1.9684242640548402,0.245938940858069,7.49731811060074,6.35636728762866,6.35636728762866
Ahmedabad,2020-03-02,2.62670488717173,2.0080736063566698,0.23731580915816003,7.77286458355003,6.565974716580451,6.565974716580451
Ahmedabad,2020-03-03,2.59878471395494,1.9780445367333899,0.236006454316682,7.713871327785701,6.480112117952861,6.480112117952861
Ahmedabad,2020-03-04,2.59619144342218,2.01974137378824,0.23168716272084697,7.83252979590505,6.4951400544881706,6.4951400544881706
Ahmedabad,2020-03-05,2.60701497722323,1.96947248827057,0.226176650013389,7.67304190458808,6.402605779760821,6.402605779760821
Ahmedabad,2020-03-06,2.58081805110296,1.9864259948594098,0.237388610820661,7.76412440236889,6.49518945799669,6.49518945799669
Ahmedabad,2020-03-07,2.56962237932423,1.95542495874083,0.243632025687222,7.58863698783004,6.35954175563764,6.35954175563764
Ahmedabad,2020-03-08,2.6047789067308,2.00530397224473,0.219757489335909,7.70246959067832,6.468518085709009,6.468518085709009
Ahmedabad,2020-03-09,2.6209752083501803,2.01476135553259,0.237574523265873,7.73554469471625,6.54983606525334,6.54983606525334
Ahmedabad,2020-03-10,2.6131960378709502,1.9972129015995401,0.237882908473875,7.709767990918901,6.58623358748018,6.58623358748018
Ahmedabad,2020-03-11,2.57447404682995,1.9923710200121498,0.22676670651765599,7.659898046983829,6.50908656476334,6.50908656476334
Ahmedabad,2020-03-12,2.6184043924736002,2.00709951693818,0.240212882821365,7.72326479400966,6.4978521412081305,6.4978521412081305
Ahmedabad,2020-03-13,2.58911293364646,2.01741347899307,0.23878419201581302,7.835518879948241,6.466553497642,6.466553497642
Ahmedabad,2020-03-14,2.58467985248773,1.97168504041551,0.241481989873283,7.64485005572539,6.505517591970731,6.505517591970731
Ahmedabad,2020-03-15,2.61458726263424,2.0228131175429,0.22750274605085702,7.84579965422994,6.6185129487985,6.6185129487985
Ahmedabad,2020-03-16,2.62098637756123,1.98851637652367,0.24191255997739397,7.6853511174583495,6.5004447958396305,6.5004447958396305
Ahmedabad,2020-03-17,2.62194756269458,2.00837181269057,0.230471445766025,7.664331631859139,6.524384914232581,6.524384914232581
Ahmedabad,2020-03-18,2.61611127289616,2.01679488261833,0.23732752827348802,7.670442285576379,6.519843073326481,6.519843073326481
Ahmedabad,2020-03-19,2.61038564691116,2.007028325195,0.23463076972412697,7.66029655309916,6.545190483795889,6.545190483795889
