dates,state,rt_point,rt_sd,rt_l95,rt_u95,rt_l50,rt_u50,cases_mean,cases_sd,cases_dates
27 May,up,1.0874825504000531,0.023777504780972958,1.0408795921295373,1.134085508670569,1.0714448612003347,1.1035202395997716,249.1,16.931922513406445,05-21-2020
28 May,up,1.094067334494445,0.02367842305292772,1.0476585724476286,1.1404760965412613,1.0780964749294757,1.1100381940594142,253.4,9.789790600416334,05-22-2020
29 May,up,1.1027192221453659,0.023572135056621233,1.0565187803197906,1.1489196639709411,1.0868200527710254,1.1186183915197063,235.0,13.091982279242513,05-23-2020
30 May,up,1.1143013738897158,0.023529428184414086,1.0681846358253917,1.16041811195404,1.0984310098736103,1.1301717379058214,236.4,10.901376059929316,05-24-2020
31 May,up,1.1361752607232738,0.023547881017883052,1.0900223558434636,1.182328165603084,1.1202924504555218,1.1520580709910258,247.2,12.921300244170476,05-25-2020
01 June,up,1.167708231252123,0.023805210552278,1.1210509707780802,1.2143654917261657,1.151651854786717,1.183764607717529,250.5,17.217723426748382,05-26-2020
02 June,up,1.172753372362746,0.023905324625453278,1.1258998923098424,1.2196068524156494,1.156629469956124,1.1888772747693679,276.5,20.17052304725884,05-27-2020
03 June,up,1.15503282742155,0.023442619145847565,1.1090862316004546,1.2009794232426454,1.1392210152338673,1.1708446396092327,301.9,18.806647760831808,05-28-2020
04 June,up,1.140496811322563,0.022704978432575455,1.0959959617938524,1.1849976608512738,1.1251825304195753,1.155811092225551,325.1,13.88128236151113,05-29-2020
05 June,up,1.129013389833031,0.021983095186648982,1.0859274025910064,1.1720993770750556,1.1141860119605882,1.1438407677054738,317.1,17.694349380522585,05-30-2020
06 June,up,1.1337387030000532,0.02150692139727177,1.0915859973382565,1.17589140866185,1.1192324995868073,1.1482449064132991,309.1,15.056227947264878,05-31-2020
07 June,up,1.145124173082079,0.02130921641962792,1.103358961268265,1.1868893848958928,1.130751319699204,1.1594970264649538,324.7,19.328993765843062,06-01-2020
08 June,up,1.1480563177756888,0.021161701763189697,1.1065802287879076,1.18953240676347,1.133782961553435,1.1623296739979427,370.0,35.13118272987689,06-02-2020
09 June,up,1.134245099525378,0.020745288039665296,1.0935851647791557,1.1749050342716005,1.1202526101955044,1.1482375888552518,418.1,13.133544837552426,06-03-2020
10 June,up,1.128234630160052,0.020168392274631856,1.0887053880374646,1.1677638722826396,1.1146312512547356,1.1418380090653686,418.2,7.947326594522211,06-04-2020
11 June,up,1.1319661186008978,0.01979658182801956,1.0931656100812526,1.170766627120543,1.1186135221237168,1.1453187150780788,395.2,11.4,06-05-2020
12 June,up,1.138095065614023,0.01960688707888565,1.0996663512148903,1.1765237800131556,1.1248704163481853,1.1513197148798606,407.0,12.24744871391589,06-06-2020
13 June,up,1.1601457698202666,0.019584995747863376,1.1217599615542844,1.1985315780862489,1.1469358860382903,1.173355653602243,392.6,18.515939079614622,06-07-2020
14 June,up,1.17142581637606,0.01978113488810721,1.1326555832407654,1.2101960495113546,1.1580836387053806,1.1847679940467395,420.0,16.25423021862309,06-08-2020
15 June,up,1.165536784629789,0.019665091308870772,1.1269939922680547,1.2040795769915233,1.1522728771928687,1.1788006920667093,466.1,26.77853618105366,06-09-2020
16 June,up,1.143067562247213,0.019083739291208445,1.1056641965860161,1.18047092790841,1.130195770932686,1.1559393535617402,506.5,21.237937752992874,06-10-2020
17 June,up,1.1199980209645388,0.01817299385044747,1.084379679937416,1.1556163619916617,1.1077405183423505,1.132255523586727,512.0,18.541844568434932,06-11-2020
18 June,up,1.108671641354967,0.01739980445047438,1.0745687206242154,1.1427745620857188,1.0969356472511667,1.1204076354587675,520.9,28.745260478903305,06-12-2020
19 June,up,1.10058257583947,0.01685592537276652,1.0675456363458626,1.1336195153330775,1.0892134227347927,1.1119517289441474,525.1,16.66403312526712,06-13-2020
20 June,up,1.0956052809886292,0.01645016892319149,1.0633636079059308,1.1278469540713276,1.0845098065516257,1.1067007554256327,556.8,20.99428493662025,06-14-2020
21 June,up,1.080243220618418,0.016027913235382725,1.0488291517935973,1.1116572894432388,1.0694325534202846,1.0910538878165514,614.2,23.08592644881292,06-15-2020
22 June,up,1.066993430937179,0.015585939802930571,1.036445612361027,1.0975412495133308,1.0564808703995003,1.0775059914748575,645.7,28.060826787534253,06-16-2020
23 June,up,1.055854918862031,0.01524423490511853,1.0259768282173949,1.085733009506667,1.0455728348608775,1.0661370028631845,651.4,22.887551201471947,06-17-2020
24 June,up,1.0470844877205572,0.014965900643347876,1.0177519210956212,1.0764170543454932,1.0369901373956254,1.057178838045489,618.6,23.255966976240742,06-18-2020
25 June,up,1.0556720953993222,0.014861868886180959,1.026543426857163,1.0848007639414814,1.045647913454282,1.0656962773443623,583.6,22.383922801868312,06-19-2020
26 June,up,1.064716152963647,0.014877263640144165,1.03555731131951,1.0938749946077841,1.0546815874110063,1.074750718516288,605.2,27.22792683991934,06-20-2020
27 June,up,1.0759497969398022,0.014909937997617423,1.046726914861992,1.1051726790176124,1.0658931928597892,1.0860064010198152,610.9,24.488568761771276,06-21-2020
28 June,up,1.0900105423549251,0.014967718650636074,1.0606744125084244,1.1193466722014258,1.0799149658022575,1.1001061189075927,649.1,20.670994170576314,06-22-2020
29 June,up,1.11327944740489,0.015151751483677017,1.0835826205669423,1.1429762742428375,1.1030597425466646,1.1234991522631153,655.8,17.04582060213001,06-23-2020
30 June,up,1.137760624338407,0.015518196565784726,1.1073455797973317,1.1681756688794824,1.1272937559367509,1.1482274927400633,672.7,16.087572843657927,06-24-2020
01 July,up,1.1650844230398618,0.016050181439050043,1.1336267094265813,1.1965421366531424,1.154258736161037,1.1759101099186866,668.6,21.429885673983424,06-25-2020
02 July,up,1.1974697464792592,0.016824222246125467,1.164494943845743,1.2304445491127753,1.18612197681647,1.2088175161420485,632.2,26.24423746272694,06-26-2020
03 July,up,1.220490383318234,0.017791075779281074,1.1856205864338742,1.2553601802025935,1.2084904806158665,1.2324902860206013,671.2,29.396598442677,06-27-2020
04 July,up,1.231190410592124,0.018535617122380364,1.1948613424569434,1.2675194787273047,1.2186883221992497,1.2436924989849985,717.8,35.67295894651858,06-28-2020
05 July,up,1.233894662606946,0.018885510183566222,1.1968798180675635,1.2709095071463286,1.2211565748432325,1.2466327503706596,756.9,39.8157004208139,06-29-2020
06 July,up,1.231836956895247,0.018848955106518777,1.1948937588446744,1.2687801549458195,1.219123525165451,1.2445503886250429,834.7,46.85093382207018,06-30-2020
07 July,up,1.228410941652434,0.018572292391479474,1.1920099914568298,1.2648118918480382,1.215884116157305,1.240937767147563,922.0,51.68752267230458,07-01-2020
08 July,up,1.2239332981546478,0.018164373274155175,1.1883318531122347,1.259534743197061,1.2116816100249628,1.2361849862843328,1001.4,44.93150342465741,07-02-2020
09 July,up,1.2464223117685669,0.01801964519177385,1.2111045279784978,1.281740095558636,1.2342682412831674,1.2585763822539664,1077.3,29.000172413280577,07-03-2020
20 March,mp,2.2850342366175544,0.6028394999136547,1.1034929303667877,3.466575542868321,1.8784250223207934,2.6916434509143157,0.3,0.45825756949558394,03-14-2020
21 March,mp,2.432936990746195,0.5382257881847795,1.3780359749355546,3.4878380065568355,2.069909078873443,2.7959649026189473,0.3,0.6403124237432849,03-15-2020
22 March,mp,2.3602861554510133,0.4518333914721267,1.4747107815013039,3.245861529400723,2.0555290512369786,2.665043259665048,0.8,0.7483314773547883,03-16-2020
23 March,mp,2.004571880343794,0.35293907017662796,1.3128254203604106,2.6963183403271778,1.7665180069003603,2.242625753787228,0.9,0.8306623862918074,03-17-2020
24 March,mp,1.9094316958669229,0.3043052116821394,1.313005653178397,2.5058577385554486,1.7041808736394366,2.114682518094409,1.5,0.806225774829855,03-18-2020
25 March,mp,1.813703012618031,0.2646265835915059,1.2950454938420228,2.332360531394039,1.635215028251396,1.9921909969846658,1.8,0.8717797887081348,03-19-2020
26 March,mp,1.839050907481634,0.24086554494150964,1.3669640740180726,2.311137740945195,1.676589506074035,2.001512308889233,1.3,0.6403124237432849,03-20-2020
27 March,mp,1.8726523575077798,0.2201520374391964,1.4411631702084524,2.304141544807107,1.7241620097754162,2.0211427052401434,2.7,0.7810249675906654,03-21-2020
28 March,mp,1.926519014653546,0.2025768524038523,1.5294764870160917,2.3235615422910003,1.7898829534756717,2.0631550758314203,3.9,1.8681541692269403,03-22-2020
29 March,mp,1.8328464579380264,0.17780921458257676,1.4843475097247594,2.1813454061512934,1.7129159207942242,1.9527769950818286,6.8,1.5362291495737217,03-23-2020
30 March,mp,1.7293023731933808,0.15561192427974954,1.424309226082043,2.0342955203047186,1.6243436863859324,1.8342610600008291,8.7,2.4515301344262523,03-24-2020
31 March,mp,1.6681172364820138,0.13895663497548774,1.3957677901954568,1.9404666827685708,1.574392375757397,1.7618420972066307,6.5,1.9621416870348585,03-25-2020
01 April,mp,1.6067196819096783,0.12509192842829556,1.361544505867356,1.8518948579520005,1.5223464271040772,1.6910929367152794,9.0,3.63318042491699,03-26-2020
02 April,mp,1.6416015332991862,0.1171124026306616,1.4120659086391947,1.8711371579591778,1.5626103888488312,1.7205926777495413,9.8,4.069397989875161,03-27-2020
03 April,mp,1.6031268246936705,0.10791867509018374,1.391610538263914,1.8146431111234271,1.5303367575320925,1.6759168918552485,13.5,1.91049731745428,03-28-2020
04 April,mp,1.5574761145560039,0.09881566279709851,1.3638013681002028,1.751150861011805,1.490825938155989,1.6241262909560188,19.1,2.8792360097775944,03-29-2020
05 April,mp,1.5051988684573891,0.09024918114454818,1.3283140833813205,1.6820836535334578,1.444326698267203,1.5660710386475754,26.7,6.293647591023825,03-30-2020
06 April,mp,1.4241974256374579,0.0817529970321612,1.2639648215743033,1.5844300297006124,1.3690558466692355,1.4793390046056802,28.6,5.219195340279955,03-31-2020
07 April,mp,1.4215883355393513,0.07654015228872173,1.2715726986595481,1.5716039724191544,1.3699627682221314,1.4732139028565712,30.1,2.7730849247724096,04-01-2020
08 April,mp,1.4283278037562228,0.07287537062269854,1.2854949923505585,1.571160615161887,1.379174095024919,1.4774815124875267,30.2,4.955804677345547,04-02-2020
09 April,mp,1.453145254786597,0.07024822894842205,1.3154615359768478,1.5908289735963463,1.4057635268431758,1.5005269827300183,33.2,4.770744176750625,04-03-2020
10 April,mp,1.520651363770096,0.06910999345133226,1.3851985410052228,1.6561041865349693,1.474037364287107,1.567265363253085,47.2,5.325410782277738,04-04-2020
11 April,mp,1.5899277295491467,0.06883725220844779,1.4550094687106774,1.724845990387616,1.5434976913070708,1.6363577677912227,49.3,6.679071791798617,04-05-2020
12 April,mp,1.5455995605504138,0.06592904636747719,1.4163812668320133,1.6748178542688144,1.501131078066014,1.5900680430348135,55.7,5.762811813689564,04-06-2020
13 April,mp,1.433639051769602,0.05923954995173394,1.3175319034462016,1.5497462000930025,1.393682567722657,1.4735955358165471,62.1,5.412023651093923,04-07-2020
14 April,mp,1.311513205826587,0.051376093779754294,1.2108181170620198,1.4122082945911543,1.2768605443330805,1.3461658673200936,54.7,6.245798587850877,04-08-2020
15 April,mp,1.1976004043752488,0.04458909804879134,1.1102075557635398,1.2849932529869579,1.1675255036323196,1.2276753051181781,69.8,5.1146847410177685,04-09-2020
16 April,mp,1.1366683636224242,0.040398704571794085,1.0574885186098906,1.2158482086349578,1.1094198413757947,1.1639168858690536,77.9,7.542545989253231,04-10-2020
17 April,mp,1.089539904906578,0.03805899989336798,1.0149457874755725,1.1641340223375833,1.0638694900685002,1.1152103197446557,95.2,9.754998718605759,04-11-2020
18 April,mp,1.00414448412033,0.03582426459758288,0.9339303584796514,1.0743586097610085,0.9799813758919063,1.0283075923487537,139.8,5.418486873657626,04-12-2020
19 April,mp,0.9343564770781458,0.03460706399372733,0.866528015933,1.0021849382232917,0.9110143584850167,0.957698595671275,173.4,10.919706955774958,04-13-2020
20 April,mp,0.9264369477426302,0.035280794809852085,0.8572880011471125,0.9955858943381479,0.9026404044513331,0.9502334910339273,160.3,15.1594854793954,04-14-2020
21 April,mp,0.9659780277359091,0.0368222876262435,0.8938078168799769,1.0381482385918412,0.9411417629548842,0.9908142925169341,124.1,12.275585525749882,04-15-2020
22 April,mp,1.052617865205708,0.03856739291783737,0.9770273177824635,1.1282084126289527,1.026604544356556,1.0786311860548603,74.0,7.874007874011811,04-16-2020
23 April,mp,1.1379927047776461,0.039350939329906444,1.0608664377286028,1.2151189718266895,1.1114508897090176,1.1645345198462747,52.1,6.090155991434045,04-17-2020
24 April,mp,1.1948644927175789,0.03965649422708612,1.117139350292259,1.2725896351428987,1.1681165839263516,1.2216124015088061,63.5,7.433034373659253,04-18-2020
25 April,mp,1.1984000302177893,0.03921866880626854,1.1215330081042552,1.2752670523313234,1.1719474302946493,1.2248526301409293,75.6,6.32771680782255,04-19-2020
26 April,mp,1.150011242822778,0.03763205659294338,1.0762539171828727,1.2237685684626833,1.1246287969714037,1.1753936886741523,79.1,7.647875521999557,04-20-2020
27 April,mp,1.077586215206623,0.03536450755753962,1.0082731949741475,1.1468992354390983,1.053733208504138,1.1014392219091078,104.7,8.283115355951528,04-21-2020
28 April,mp,1.0107068329129199,0.03349488263329927,0.9450582027469586,1.076355463078881,0.9881148695255858,1.0332987963002538,127.0,7.402702209328699,04-22-2020
29 April,mp,0.9638242120500713,0.032600333090639914,0.8999288632057407,1.0277195608944019,0.9418356133837655,0.985812810716377,129.7,8.331266410336427,04-23-2020
30 April,mp,0.9491392212953367,0.0327723114754519,0.88490680169591,1.0133716408947633,0.9270346249282592,0.9712438176624142,127.0,8.809086218218097,04-24-2020
01 May,mp,0.9370768308201395,0.03307336071838705,0.8722543667465296,1.0018992948937493,0.9147691797491946,0.9593844818910844,129.8,6.823488843692793,04-25-2020
02 May,mp,0.9113923947786751,0.03307627022674233,0.8465642281850692,0.976220561372281,0.8890827812734396,0.9337020082839105,147.9,10.568348972285122,04-26-2020
03 May,mp,0.9088324678348247,0.03371783479132679,0.8427468603572159,0.9749180753124336,0.8860901254464227,0.9315748102232267,137.7,8.234682750416074,04-27-2020
04 May,mp,0.9664860207874748,0.03536746005714872,0.8971672137738655,1.035804827801084,0.9426310226535286,0.990341018921421,96.6,8.416650165000325,04-28-2020
05 May,mp,1.041732399448868,0.0365053224438716,0.9701834276717776,1.1132813712259586,1.0171099245137012,1.066354874384035,78.9,6.472248450113763,04-29-2020
06 May,mp,1.1227470326083702,0.037238584595428385,1.0497608963447143,1.195733168872026,1.0976299796845996,1.1478640855321407,78.2,8.388086790204307,04-30-2020
07 May,mp,1.1924061413172982,0.03782650463084831,1.1182677053010206,1.2665445773335757,1.1668925422088372,1.2179197404257591,78.6,5.4626001134990645,05-01-2020
08 May,mp,1.230168955554236,0.038217246221948886,1.1552646816490653,1.305073229459407,1.2043918051499938,1.2559461059584784,94.5,6.591661399070799,05-02-2020
09 May,mp,1.2537570277767232,0.03827415792813718,1.1787412092038914,1.328772846349555,1.227941490995774,1.2795725645576723,99.8,10.712609392673665,05-03-2020
10 May,mp,1.261217907954122,0.037925496048749424,1.186885452718415,1.335550363189829,1.235637540124201,1.2867982757840428,106.8,14.945233353815524,05-04-2020
11 May,mp,1.2592015967075112,0.037129564347694696,1.1864291357686034,1.331974057646419,1.2341580768506346,1.2842451165643878,111.9,9.596353474106715,05-05-2020
12 May,mp,1.238182680410274,0.03575416816829299,1.1681059409671466,1.3082594198534014,1.214066851522442,1.262298509298106,121.0,8.099382692526634,05-06-2020
13 May,mp,1.227451594053622,0.034284001751053214,1.1602563219816278,1.294646866125616,1.204327377712554,1.2505758103946898,134.1,5.752390807307862,05-07-2020
14 May,mp,1.2130151903028752,0.03296904852333609,1.1483971739590775,1.277633206646673,1.1907778967643703,1.23525248384138,161.1,9.62756459339536,05-08-2020
15 May,mp,1.1900214611293607,0.03149219046736443,1.128298027500945,1.2517448947577763,1.168780293581028,1.2112626286776933,179.9,10.06429331846007,05-09-2020
16 May,mp,1.160843487321214,0.02995997382434721,1.1021231370244464,1.2195638376179814,1.14063578457643,1.181051190065998,195.7,12.141251994749142,05-10-2020
17 May,mp,1.1370438955095796,0.028603211331519923,1.080982745428254,1.1931050455909054,1.1177513154985828,1.1563364755205765,205.3,6.419501538281613,05-11-2020
18 May,mp,1.103487386846424,0.027312762604944384,1.049955464651237,1.1570193090416108,1.085065201597015,1.1219095720958328,209.8,10.989085494252924,05-12-2020
19 May,mp,1.0872320118126721,0.026340645193071718,1.0356054008600593,1.138858622765285,1.0694655100363972,1.104998513588947,211.7,8.820997676000149,05-13-2020
20 May,mp,1.084464495072705,0.025872570680793107,1.0337552914411776,1.1351736987042322,1.0670137048742168,1.101915285271193,201.0,15.342750731208534,05-14-2020
21 May,mp,1.060659830876624,0.02524640001103881,1.0111778967109883,1.1101417650422596,1.0436313865331783,1.0776882752200696,218.3,8.729833904490967,05-15-2020
22 May,mp,1.024843158106769,0.02450742583741177,0.9768095837624754,1.0728767324510626,1.008313144453693,1.041373171759845,238.1,6.518435395092905,05-16-2020
23 May,mp,1.0097302774895043,0.02422144592875694,0.9622572123269778,1.0572033426520306,0.993393154425017,1.0260674005539916,239.8,22.47131504830102,05-17-2020
24 May,mp,0.9949789252665374,0.024045325129320703,0.947851049826074,1.042106800707001,0.9787605939200619,1.011197256613013,234.5,6.5306967469022785,05-18-2020
25 May,mp,0.9830812053926363,0.02402525309161358,0.9359926703431973,1.0301697404420753,0.9668764124348739,0.9992859983503988,235.7,11.541663658242687,05-19-2020
26 May,mp,0.9934907039211435,0.02429441141259349,0.9458746293289167,1.0411067785133703,0.9771043663674633,1.0098770414748237,211.4,13.177253128023308,05-20-2020
27 May,mp,0.977626270735729,0.024124449649019705,0.9303433144016364,1.0249092270698217,0.9613545706919617,0.9938979707794964,222.2,21.325102578885758,05-21-2020
28 May,mp,0.9595042443078613,0.02404577772184884,0.9123754818041464,1.006633006811576,0.9432856076922514,0.9757228809234711,227.0,8.461678320522472,05-22-2020
29 May,mp,0.9501460529858828,0.02418812374272682,0.902738297975088,0.9975538079966777,0.933831405402651,0.9664607005691147,210.4,12.395160345876935,05-23-2020
30 May,mp,0.9594271915228602,0.024567914078194822,0.9112750626461614,1.0075793203995589,0.9428563791562585,0.9759980038894618,195.6,8.890444308357148,05-24-2020
31 May,mp,0.9604693537173997,0.024682463490272418,0.9120927125750053,1.008845994859794,0.9438212789178458,0.9771174285169536,212.1,18.79068918374204,05-25-2020
01 June,mp,0.9755581583093249,0.025005538450176727,0.9265483031685166,1.0245680134501334,0.9586921726800652,0.9924241439385846,201.9,13.25481044753187,05-26-2020
02 June,mp,0.9904416077860887,0.02517310216002693,0.9411033344765223,1.0397798810956551,0.9734626021101721,1.0074206134620052,203.0,13.145341380123988,05-27-2020
03 June,mp,0.9876353461200011,0.025083556296756133,0.938472579120611,1.0367981131193913,0.9707167382334021,1.0045539540066002,212.8,15.374004032782091,05-28-2020
04 June,mp,1.0054771236441462,0.025324319412060602,0.955842470569284,1.0551117767190086,0.9883961234439055,1.022558123844387,188.2,5.546169849544818,05-29-2020
05 June,mp,1.0182182202603203,0.02540810083642528,0.9684193589449602,1.0680170815756804,1.0010807103271597,1.0353557301934808,181.7,12.87672318565558,05-30-2020
06 June,mp,1.025608152634765,0.02540983896593135,0.9758058846550981,1.0754104206144317,1.0084694703506338,1.042746834918896,171.0,17.15225932639779,05-31-2020
07 June,mp,1.0209290723036017,0.02523705988573979,0.9714654444099472,1.0703927001972564,1.003906927781269,1.0379512168259344,184.2,14.627371602581238,06-01-2020
08 June,mp,1.008523542952262,0.025013173078594093,0.9594987242451408,1.0575483616593835,0.9916524078424812,1.025394678062043,194.9,12.103305333668157,06-02-2020
09 June,mp,0.9850064919967881,0.02470030510201888,0.9365948820090352,1.033418101984541,0.9683463832085274,1.0016666007850488,208.8,14.281456508353761,06-03-2020
10 June,mp,0.9559304684771954,0.024385458581682142,0.9081359450754417,1.0037249918789493,0.9394827205184366,0.9723782164359542,218.0,12.537942414925983,06-04-2020
11 June,mp,0.936049552398471,0.02442392457236231,0.8881796371936238,0.9839194676033182,0.9195758595136583,0.9525232452832837,207.9,11.085576214162257,06-05-2020
12 June,mp,0.9204863935878438,0.024599290266395707,0.8722727686373188,0.9687000185383687,0.9038944182960625,0.937078368879625,212.9,10.435037134576955,06-06-2020
13 June,mp,0.9126386908159917,0.024966273492992765,0.8637057934206656,0.9615715882113178,0.8957991890077031,0.9294781926242803,207.5,10.365809182114052,06-07-2020
14 June,mp,0.9210608717373603,0.025499327155081773,0.8710832104864862,0.9710385329882344,0.9038618305645292,0.9382599129101914,194.9,7.905061669588669,06-08-2020
15 June,mp,0.9215769168735758,0.02574801816851757,0.8711118311840081,0.9720420025631434,0.9042101360990924,0.9389436976480592,191.6,11.101351269102333,06-09-2020
16 June,mp,0.9196667155254415,0.025937435231718316,0.868830379968683,0.9705030510822001,0.9021721748359999,0.9371612562148832,185.4,9.16733330909267,06-10-2020
17 June,mp,0.939855538754623,0.026536152174657733,0.8878457419383808,0.9918653355708652,0.9219571694743381,0.9577539080349079,173.1,8.676981041814024,06-11-2020
18 June,mp,0.96745915402071,0.026968000983258057,0.9146029508135636,1.0203153572278565,0.9492695070375123,0.9856488010039077,160.2,13.489254983133797,06-12-2020
19 June,mp,0.9954531074450438,0.02724731538291509,0.9420494591871456,1.048856755702942,0.9770750656924214,1.0138311491976661,151.0,16.056151469141042,06-13-2020
20 June,mp,1.0094152745689526,0.02730849751932283,0.9558917117709806,1.0629388373669246,0.9909959660771446,1.0278345830607607,156.4,8.912911982062877,06-14-2020
21 June,mp,1.012977373090925,0.027245955210125117,0.9595763907172883,1.0663783554645618,0.9946002487612478,1.0313544974206024,159.4,12.427389106324787,06-15-2020
22 June,mp,1.0139034890552325,0.02716975455708635,0.9606518569135256,1.0671551211969394,0.9955777613040233,1.0322292168064418,170.9,12.96495275733776,06-16-2020
23 June,mp,1.032142098149706,0.027332852385769133,0.978570800787694,1.0857133955117182,1.0137063625440286,1.0505778337553835,163.0,10.714476188783099,06-17-2020
24 June,mp,1.05848008726079,0.027588095525699328,1.0044085235542404,1.1125516509673397,1.039872192709661,1.077087981811919,155.3,13.453995689013729,06-18-2020
25 June,mp,1.06975359475679,0.02758773741947552,1.0156827329241147,1.1238244565894653,1.051145941744728,1.088361247768852,173.4,10.8,06-19-2020
26 June,mp,1.0846844567328089,0.02757077953808478,1.0306468316693442,1.1387220817962735,1.066088241642166,1.1032806718234518,180.0,9.899494936611665,06-20-2020
27 June,mp,1.100480999834323,0.027564495400509755,1.0464556914291399,1.1545063082395062,1.0818890233316332,1.1190729763370129,183.6,15.37660560722034,06-21-2020
28 June,mp,1.109713671673601,0.02745126197989549,1.055910296243485,1.1635170471037168,1.0911980699807813,1.1282292733664205,181.7,8.414867794564572,06-22-2020
29 June,mp,1.135480398161459,0.02749797135880522,1.081585474217055,1.189375322105863,1.1169332914596584,1.1540275048632596,174.7,10.770793842609747,06-23-2020
30 June,mp,1.166642207586523,0.027749223409667664,1.1122548396725107,1.2210295755005354,1.1479256338889363,1.1853587812841098,181.7,11.645170672858342,06-24-2020
01 July,mp,1.1935131683402882,0.02798951886374937,1.138654830948094,1.2483715057324825,1.174634517761878,1.2123918189186984,196.4,14.242190842703941,06-25-2020
02 July,mp,1.209324431250074,0.028126259717376242,1.154198087254405,1.2644507752457428,1.190353550333301,1.228295312166847,208.8,6.764613810115105,06-26-2020
03 July,mp,1.209515075821916,0.027904338924410722,1.154823687703628,1.264206463940204,1.19069387826079,1.2283362733830419,219.4,14.395832730342487,06-27-2020
04 July,mp,1.2073095667341398,0.027367467276750358,1.1536704255704002,1.2609487078978794,1.1888504837306444,1.2257686497376352,236.3,17.53881409902049,06-28-2020
05 July,mp,1.2013762317887309,0.026698983047111033,1.1490472929757152,1.2537051706017466,1.1833680347132849,1.2193844288641769,249.0,13.061393493804557,06-29-2020
06 July,mp,1.2133483313758389,0.026145867844513497,1.1621034762353062,1.2645931865163715,1.195713204973393,1.2309834577782848,246.4,12.2245654319489,06-30-2020
07 July,mp,1.244368350813531,0.026179265132770316,1.1930580383239064,1.2956786633031556,1.2267106982741287,1.2620260033529334,271.3,10.070253224224304,07-01-2020
08 July,mp,1.270781687271795,0.026626152090040222,1.2185954942213997,1.3229678803221903,1.2528226139485836,1.2887407605950063,306.8,9.484724561103501,07-02-2020
09 July,mp,1.2987836363550869,0.027218005005916365,1.245437435263691,1.3521298374464827,1.2804253641586463,1.3171419085515275,340.6,17.408044117591153,07-03-2020
20 March,wb,1.9473630269876079,0.5876035488013855,0.7956835754788443,3.0990424784963713,1.5510303093565614,2.3436957446186546,0.5,0.5,03-14-2020
21 March,wb,1.777926620708713,0.5060938607271059,0.7860028974380144,2.7698503439794115,1.4365713725868874,2.1192818688305386,0.1,0.30000000000000004,03-15-2020
22 March,wb,1.766706780978658,0.46500740088215053,0.8553108755456783,2.6781026864116377,1.4530639391576563,2.08034962279966,0.6,0.8,03-16-2020
23 March,wb,1.7568581945464632,0.42649767695489155,0.920939807621954,2.5927765814709725,1.4691897764171584,2.044526612675768,0.9,0.8306623862918076,03-17-2020
24 March,wb,1.7747498274844706,0.3938036465322233,1.0029104324271745,2.546589222541767,1.5091332059349514,2.04036644903399,1.1,0.9433981132056604,03-18-2020
25 March,wb,1.646281371490436,0.34628718815096426,0.9675723342020722,2.3249904087788,1.4127141259544922,1.87984861702638,1.5,0.806225774829855,03-19-2020
26 March,wb,1.674597106851731,0.32359276911378476,1.0403682230994775,2.3088259906039843,1.4563370200121741,1.8928571936912877,2.1,1.3,03-20-2020
27 March,wb,1.7676819063406088,0.3080692716157758,1.1638784567445528,2.371485355936665,1.5598922633284842,1.9754715493527335,1.5,1.3601470508735443,03-21-2020
28 March,wb,1.666135958743369,0.2719841797726567,1.1330578457561529,2.1992140717305855,1.4826853493285097,1.8495865681582284,1.9,1.044030650891055,03-22-2020
29 March,wb,1.6367125478162179,0.24857410365112143,1.149517247624166,2.12390784800827,1.469051800644573,1.8043732949878628,1.4,0.66332495807108,03-23-2020
30 March,wb,1.485315120311217,0.2189634399824798,1.0561555364831559,1.914474704139278,1.337626469677434,1.6330037709449998,2.7,1.1874342087037917,03-24-2020
31 March,wb,1.4433023449837667,0.20297718306940243,1.0454751852550608,1.8411295047124727,1.3063962647752856,1.580208425192248,3.5,0.806225774829855,03-25-2020
01 April,wb,1.4940909287985389,0.195873877419273,1.1101859640118605,1.8779958935852172,1.3619759572180135,1.6262059003790643,4.5,1.6881943016134133,03-26-2020
02 April,wb,1.457017436840546,0.18246572971754593,1.0993919052233447,1.8146429684577472,1.3339461268033583,1.5800887468777336,3.9,1.9209372712298545,03-27-2020
03 April,wb,1.35312053569492,0.16581927790223627,1.028121383777653,1.678119687612187,1.2412770909426407,1.4649639804471994,6.3,1.9000000000000001,03-28-2020
04 April,wb,1.232427451007809,0.15139325353438354,0.9357027298105587,1.5291521722050594,1.1303142154314028,1.3345406865842153,8.0,3.22490309931942,03-29-2020
05 April,wb,1.2190873382249738,0.14668581676198125,0.9315890048041611,1.5065856716457866,1.1201492216771851,1.3180254547727626,6.9,2.7730849247724096,03-30-2020
06 April,wb,1.2352856685293607,0.14455462749716042,0.9519643808200262,1.5186069562386952,1.137785017828801,1.3327863192299205,7.6,1.9078784028338915,03-31-2020
07 April,wb,1.3354472357769989,0.1464053131209467,1.0484986782724681,1.6223957932815296,1.2366983161300515,1.4341961554239462,5.4,2.4576411454889016,04-01-2020
08 April,wb,1.354064441068344,0.1415574245792903,1.0766175511899183,1.6315113309467697,1.2585853737638586,1.4495435083728294,7.8,2.4413111231467406,04-02-2020
09 April,wb,1.3453589557128969,0.13504515071461246,1.080675862118285,1.6100420493075087,1.254272352007398,1.4364455594183958,12.1,2.4677925358506134,04-03-2020
