state,dates,cfr1_point,cfr2_point,cfr3_point,cfr3_l95,cfr3_u95,cfr3_l50,cfr3_u50
India,04 March,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,05 March,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,06 March,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,07 March,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,08 March,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,09 March,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,10 March,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,11 March,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,12 March,1.3333333333333335,50.0,0.0,2.5642715886618324,42.08333333333319,4.125,8.522727272727273
India,13 March,1.1764705882352942,12.5,0.0,2.272727272727273,29.37499999999993,3.3333333333333335,7.142857142857142
India,14 March,2.083333333333333,22.22222222222222,0.0,3.958006279434851,42.08333333333319,5.674603174603175,11.11111111111111
India,15 March,1.8867924528301887,16.666666666666664,0.0,3.417740046838408,32.87499999999988,4.651162790697675,9.090909090909092
India,16 March,1.6666666666666667,15.384615384615385,0.0,2.9868097473731274,22.916666666666565,4.0,7.4074074074074066
India,17 March,2.142857142857143,20.0,0.0,3.8686708860759493,29.18749999999985,5.172413793103448,9.375
India,18 March,1.8181818181818181,20.0,0.0,3.1901528013582343,21.041666666666593,4.545454545454546,7.742914979757084
India,19 March,2.083333333333333,19.047619047619047,0.0,3.826923076923077,19.31350114416473,5.333333333333334,8.93939393939394
India,20 March,1.6,16.666666666666664,7.431396027242681,3.290650406504065,16.0576923076923,4.597701149425287,7.596371882086167
India,21 March,1.2195121951219512,16.666666666666664,5.923597094239624,2.7027027027027026,14.410256410256391,3.76476811849762,6.584699453551912
India,22 March,1.7632241813602016,25.925925925925924,8.380934741823394,3.7611336032388665,21.634250474383283,5.415921288014312,9.656569554312174
India,23 March,1.8329938900203666,29.03225806451613,8.969894785784414,3.921160053161192,20.156249999999975,5.797146401985112,10.619747899159664
India,24 March,1.7699115044247788,21.27659574468085,8.277219167842759,3.5395208380322285,19.05841799709724,5.249451754385965,9.70873786407767
India,25 March,1.6897081413210446,21.568627450980394,7.55029595643153,3.2915172166427547,17.330729166666664,4.8409186683522965,8.696062992125983
India,26 March,2.209944751381215,25.396825396825395,9.247184466372104,4.0865911582024115,21.830985915492946,5.839416058394161,10.81081081081081
India,27 March,2.1664766248574687,20.87912087912088,9.233619368718513,4.170598810476291,22.782281205164985,5.897807531064697,10.796512197511511
India,28 March,2.3692003948667324,22.641509433962266,9.83223984323543,4.565189048239896,22.654205607476634,6.379413859063683,11.442241968557758
India,29 March,2.383053839364519,21.428571428571427,9.316439354460877,4.376012965964344,21.48266022827039,6.123933502053435,10.756972111553784
India,30 March,3.106060606060606,23.42857142857143,12.00111210036458,5.773530969606678,27.259502733663066,8.001104403715905,13.49863387978142
India,31 March,2.8852056476365866,24.22680412371134,11.685778924284158,5.686781487014901,26.136217948717917,7.8897149972638845,12.941006695913181
India,01 April,2.581587920116902,24.200913242009133,11.171711613963318,5.350606831291511,24.129289215686242,7.467443067463273,12.443192299307407
India,02 April,2.717605356439543,26.848249027237355,12.381016767918927,5.655076522231053,26.888040750256124,8.141669163919689,14.11042944785276
India,03 April,2.6782833171990967,26.7741935483871,12.499793815420944,5.618779260082337,27.76543067710728,8.196291011463444,14.298306844215347
India,04 April,2.6101141924959217,25.32981530343008,12.097046791499388,5.324920358885178,27.864426916603364,7.848384202490201,14.138531152105813
India,05 April,2.7525075810590156,26.576576576576578,12.426421624021566,5.436350101505646,28.592068118702752,7.9285582279483595,14.289815030768406
India,06 April,2.8086355061831902,25.523809523809526,11.75788407186632,5.24921391828925,27.06919642857138,7.3873182552504035,13.702124788638558
