state,dates,cum_positive_cases,cum_positivity_rate,daily_positive_cases,cum_recovered,daily_recovered,cum_deceased,daily_deceased,daily_positivity_rate,daily_positive_cases_ma,daily_positivity_rate_ma,daily_tests,cum_tests,test_per_million,daily_cases_per_million,daily_tests_per_million,daily_tests_ma,daily_deceased_ma,cfr1_point,cfr2_point,cfr3_point,cfr3_l95,cfr3_u95,cfr3_l50,cfr3_u50,dbt_point,dbt_l95,dbt_u95,rt_point,rt_sd,rt_l95,rt_u95,rt_l50,rt_u50,t_end
Nashik,2020-03-19,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.57729946259168,1.9738715751036102,0.23410638465480105,7.613777504367531,6.42251279072456,6.42251279072456,59.0
Nashik,2020-03-20,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.58989205385759,2.00450165892391,0.23707687043820103,7.76304337700623,6.498120531564259,6.498120531564259,60.0
Nashik,2020-03-21,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.5958256676171803,2.01051750197496,0.240522783484899,7.83016791972696,6.58564015390047,6.58564015390047,61.0
Nashik,2020-03-22,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.61299955828225,2.00825362795289,0.244915129067557,7.830017194055361,6.51346741531625,6.51346741531625,62.0
Nashik,2020-03-23,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.5652072174974503,2.0001065420468103,0.22785054174641697,7.79597321536937,6.5832716174393,6.5832716174393,63.0
Nashik,2020-03-24,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.6202731048587005,2.0111247338963603,0.248817873884455,7.808910745726559,6.52008851334377,6.52008851334377,64.0
Nashik,2020-03-25,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.61853485644538,1.9709879116922098,0.24081839314656,7.631904478955669,6.5140296885343005,6.5140296885343005,65.0
Nashik,2020-03-26,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.59256722097259,2.00958597844239,0.22817303710050602,7.59291039641721,6.3966785612935695,6.3966785612935695,66.0
Nashik,2020-03-27,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.5508691874144502,1.9584216055396297,0.236422270806363,7.51928820521284,6.3997182580661605,6.3997182580661605,67.0
Nashik,2020-03-28,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.61575574867891,2.0172708375552904,0.232371223760418,7.80078484658661,6.512506813197151,6.512506813197151,68.0
Nashik,2020-03-29,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.63029433066919,2.03620869347808,0.260039651653378,7.8381425603695,6.59132644122355,6.59132644122355,69.0
Nashik,2020-03-30,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60368438833272,1.9955234490755,0.245793128716901,7.76279727491401,6.52466475712914,6.52466475712914,70.0
Nashik,2020-03-31,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.59035833809102,2.01904800366301,0.23327668422125697,7.74263114220902,6.4801891072719,6.4801891072719,71.0
Nashik,2020-04-01,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.58589130929137,1.98638062027163,0.24840463270953897,7.54428368509627,6.43683455386001,6.43683455386001,72.0
Nashik,2020-04-02,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.63057897280081,1.9860870853537802,0.242270283043168,7.66596176337932,6.49148271807439,6.49148271807439,73.0
Nashik,2020-04-03,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.59629936629729,2.0082707964953403,0.23133336162156698,7.81805697846665,6.542930041876071,6.542930041876071,74.0
Nashik,2020-04-04,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60616779175847,2.02130137891414,0.232322054590582,7.80481033332243,6.53641292983458,6.53641292983458,75.0
Nashik,2020-04-05,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60231652587293,1.99965253642098,0.223372020827383,7.70146376431695,6.520239635623491,6.520239635623491,76.0
Nashik,2020-04-06,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.64052446077253,2.00417505516265,0.24287480332286604,7.803299909766441,6.57774666181265,6.57774666181265,77.0
Nashik,2020-04-07,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.5855973028691803,1.9831859747574898,0.233747924255454,7.66906219131288,6.50033115848055,6.50033115848055,78.0
Nashik,2020-04-08,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60177046144574,2.01241836418875,0.235733306846324,7.7633875327218,6.5197160239526,6.5197160239526,79.0
