dates,state,cum_positive_cases,cum_positivity_rate,cum_recovered,cum_deceased,daily_positive_cases,daily_positivity_rate,daily_positive_cases_ma,daily_positivity_rate_ma,daily_tests,cum_tested,test_per_million,daily_cases_per_million,daily_tests_per_million,daily_tests_ma,daily_deceased_ma
18 February,Chittoor,,,,,,,,,,,,,,,
19 February,Chittoor,,,,,,,,,,,,,,,
20 February,Chittoor,,,,,,,,,,,,,,,
21 February,Chittoor,,,,,,,,,,,,,,,
22 February,Chittoor,,,,,,,,,,,,,,,
23 February,Chittoor,,,,,,,,,,,,,,,
24 February,Chittoor,,,,,,,,,,,,,,,
25 February,Chittoor,,,,,,,,,,,,,,,
26 February,Chittoor,,,,,,,,,,,,,,,
27 February,Chittoor,,,,,,,,,,,,,,,
28 February,Chittoor,,,,,,,,,,,,,,,
29 February,Chittoor,,,,,,,,,,,,,,,
01 March,Chittoor,,,,,,,,,,,,,,,
02 March,Chittoor,,,,,,,,,,,,,,,
03 March,Chittoor,,,,,,,,,,,,,,,
04 March,Chittoor,,,,,,,,,,,,,,,
05 March,Chittoor,,,,,,,,,,,,,,,
06 March,Chittoor,,,,,,,,,,,,,,,
07 March,Chittoor,,,,,,,,,,,,,,,
08 March,Chittoor,,,,,,,,,,,,,,,
09 March,Chittoor,,,,,,,,,,,,,,,
10 March,Chittoor,,,,,,,,,,,,,,,
11 March,Chittoor,,,,,,,,,,,,,,,
12 March,Chittoor,,,,,,,,,,,,,,,
13 March,Chittoor,,,,,,,,,,,,,,,
14 March,Chittoor,,,,,,,,,,,,,,,
15 March,Chittoor,,,,,,,,,,,,,,,
16 March,Chittoor,,,,,,,,,,,,,,,
17 March,Chittoor,,,,,,,,,,,,,,,
18 March,Chittoor,,,,,,,,,,,,,,,
19 March,Chittoor,,,,,,,,,,,,,,,
20 March,Chittoor,,,,,,,,,,,,,,,
21 March,Chittoor,,,,,,,,,,,,,,,
22 March,Chittoor,,,,,,,,,,,,,,,
23 March,Chittoor,,,,,,,,,,,,,,,
24 March,Chittoor,,,,,,,,,,,,,,,
25 March,Chittoor,,,,,,,,,,,,,,,
26 March,Chittoor,,,,,,,,,,,,,,,
27 March,Chittoor,,,,,,,,,,,,,,,
28 March,Chittoor,,,,,,,,,,,,,,,
29 March,Chittoor,,,,,,,,,,,,,,,
30 March,Chittoor,,,,,,,,,,,,,,,
31 March,Chittoor,,,,,,,,,,,,,,,
01 April,Chittoor,,,,,,,,,,,,,,,
02 April,Chittoor,,,,,,,,,,,,,,,
03 April,Chittoor,,,,,,,,,,,,,,,
04 April,Chittoor,,,,,,,,,,,,,,,
05 April,Chittoor,,,,,,,,,,,,,,,
06 April,Chittoor,,,,,,,,,,,,,,,
07 April,Chittoor,,,,,,,,,,,,,,,
08 April,Chittoor,,,,,,,,,,,,,,,
09 April,Chittoor,,,,,,,,,,,,,,,
10 April,Chittoor,,,,,,,,,,,,,,,
11 April,Chittoor,,,,,,,,,,,,,,,
12 April,Chittoor,,,,,,,,,,,,,,,
13 April,Chittoor,,,,,,,,,,,,,,,
14 April,Chittoor,,,,,,,,,,,,,,,
15 April,Chittoor,,,,,,,,,,,,,,,
16 April,Chittoor,,,,,,,,,,,,,,,
17 April,Chittoor,,,,,,,,,,,,,,,
18 April,Chittoor,,,,,,,,,,,,,,,
19 April,Chittoor,,,,,,,,,,,,,,,
20 April,Chittoor,,,,,,,,,,,,,,,
21 April,Chittoor,,,,,,,,,,,,,,,
22 April,Chittoor,,,,,,,,,,,,,,,
23 April,Chittoor,,,,,,,,,,,,,,,
24 April,Chittoor,,,,,,,,,,,,,,,
25 April,Chittoor,,,,,,,,,,,,,,,
26 April,Chittoor,73,,13,,,,,,,,,,,,
27 April,Chittoor,73,,16,,,,,,,,,,,,
28 April,Chittoor,74,,16,,1,,1.0,,,,,19.645122834724145,,,
29 April,Chittoor,77,,16,,3,,2.0,,,,,17.488950816278813,,,
30 April,Chittoor,80,,16,,3,,2.3333333333333335,,,,,17.009801478846516,,,
01 May,Chittoor,80,,22,,,,2.3333333333333335,,,,,,,,
02 May,Chittoor,80,,24,,,,2.3333333333333335,,,,,,,,
03 May,Chittoor,81,,37,,1,,2.0,,,,,13.89533078553659,,,
04 May,Chittoor,82,,45,,1,,1.8,,,,,16.051502803981922,,,
05 May,Chittoor,82,,48,,,,2.0,,,,,,,,
06 May,Chittoor,82,,68,,,,1.6666666666666667,,,,,,,,
07 May,Chittoor,82,,68,,,,1.0,,,,,,,,
08 May,Chittoor,85,,74,,3,,1.6666666666666667,,,,,12.937032110671998,,,
09 May,Chittoor,96,,74,,11,,4.0,,,,,10.30171075479437,,,
10 May,Chittoor,112,,74,,16,,7.75,,,,,11.978733435807404,,,
11 May,Chittoor,121,,74,,9,,9.75,,,,,9.103837411213627,,,
12 May,Chittoor,131,,74,,10,,9.8,,,,,17.009801478846516,,,
13 May,Chittoor,142,,74,,11,,10.0,,,,,11.49958409837511,,,
14 May,Chittoor,151,,77,,9,,9.857142857142858,,,,,16.29107747269807,,,
15 May,Chittoor,165,,77,,14,,11.428571428571429,,,,,24.436616209047106,,,
16 May,Chittoor,173,,77,,8,,11.0,,,,,11.49958409837511,,,
17 May,Chittoor,177,,77,,4,,9.285714285714286,,,,,5.989366717903702,,,
18 May,Chittoor,192,,82,,15,,10.142857142857142,,,,,12.457882773239701,,,
19 May,Chittoor,192,,82,1,,,10.166666666666666,,,,,,,,1.0
20 May,Chittoor,208,0.9784091443623877,97,1,16,0.07526224187402983,11.0,0.07526224187402983,21259,21259,5093.117882236593,17.009801478846516,2194.983114777349,21259.0,1.0
21 May,Chittoor,208,0.9784091443623877,97,1,,,11.4,0.07526224187402983,,21259,5093.117882236593,,,21259.0,1.0
22 May,Chittoor,208,0.9784091443623877,97,1,,,10.75,0.07526224187402983,,21259,5093.117882236593,,,21259.0,1.0
23 May,Chittoor,208,0.9784091443623877,97,1,,,11.666666666666666,0.07526224187402983,,21259,5093.117882236593,,,21259.0,1.0
24 May,Chittoor,208,0.9784091443623877,97,1,,,15.5,0.07526224187402983,,21259,5093.117882236593,,,21259.0,1.0
25 May,Chittoor,208,0.9784091443623877,97,1,,,16.0,0.07526224187402983,,21259,5093.117882236593,,,21259.0,1.0
26 May,Chittoor,208,0.9784091443623877,97,1,,,16.0,0.07526224187402983,,21259,5093.117882236593,,,21259.0,
27 May,Chittoor,234,0.8850226928895613,151,1,26,0.5018336228527311,26.0,0.5018336228527311,5181,26440,6334.354240854956,32.103005607963844,2315.2495984728553,5181.0,
28 May,Chittoor,238,0.8713161266703277,158,1,4,0.45714285714285713,15.0,0.4953764861294584,875,27315,6543.982075981586,30.665557595666957,2361.727084203788,3028.0,
29 May,Chittoor,246,0.8829229775321226,175,1,8,1.4625228519195612,12.666666666666666,0.5754959866727245,547,27862,6675.029419769318,20.36384684087259,2788.1699945185314,2201.0,
30 May,Chittoor,253,0.9080468020960448,180,1,7,,11.25,0.5754959866727245,,27862,6675.029419769318,31.384281601815402,,2201.0,
31 May,Chittoor,257,0.895033781430661,187,2,4,0.4694835680751174,9.8,0.5633802816901409,852,28714,6879.147037515477,26.35321355877629,2244.8146458703077,1863.75,1.0
01 June,Chittoor,262,0.9009628610729024,191,2,5,1.366120218579235,9.0,0.6009461705664237,366,29080,6966.831366265586,25.15534021519555,2531.585524323537,1564.2,1.0
02 June,Chittoor,264,0.891681021380079,194,2,2,0.3795066413662239,8.0,0.5869669381887878,527,29607,7093.087216678997,27.55108690235703,2962.5803533438875,1391.3333333333333,1.0
03 June,Chittoor,272,0.9187016583915966,198,4,8,,5.428571428571429,0.7262393432270288,,29607,7093.087216678997,43.12344036890666,,633.4,1.5
04 June,Chittoor,281,0.9490998750295538,207,4,9,,6.142857142857143,0.8289703315881326,,29607,7093.087216678997,33.78002828897688,,573.0,1.5
05 June,Chittoor,285,0.9626101935353126,209,4,4,,5.571428571428571,0.6303724928366762,,29607,7093.087216678997,33.06130428282844,,581.6666666666666,1.5
06 June,Chittoor,298,1.0065187286790287,210,4,13,,6.428571428571429,0.6303724928366762,,29607,7093.087216678997,50.3106804303911,,581.6666666666666,1.5
07 June,Chittoor,299,1.0098963083054684,213,4,1,,6.0,0.7838745800671892,,29607,7093.087216678997,47.67535907451347,,446.5,2.0
08 June,Chittoor,303,0.8930413510566182,213,4,4,0.09254974548819991,5.857142857142857,0.12373685295937306,4322,33929,8128.528934870189,36.894498982286805,3412.9807305302456,2424.5,2.0
09 June,Chittoor,303,0.847765871128396,213,4,,,6.5,0.09254974548819991,1812,35741,8562.638234583848,,3613.983877583094,3067.0,2.0
10 June,Chittoor,327,0.8864671437865973,221,4,24,2.092414995640802,9.166666666666666,0.5119765953556409,1147,36888,8837.430379601272,87.44475408139405,3678.669038136454,2427.0,
11 June,Chittoor,331,0.8746894984408858,223,4,4,0.4192872117400419,8.333333333333334,0.49820955939592093,954,37842,9065.984613556477,43.602589706338954,2779.54530644475,2058.75,
12 June,Chittoor,345,0.8855918063505916,232,4,14,1.2556053811659194,10.0,0.6102414433536747,1115,38957,9333.110369174981,49.59195642424265,2820.991724132644,1870.0,
13 June,Chittoor,350,0.8798612333140602,232,4,5,0.6082725060827251,8.666666666666666,0.6100478468899522,822,39779,9530.040746859655,53.185576454984876,3468.322479003676,1695.3333333333333,
14 June,Chittoor,353,0.8684100469876258,235,4,3,0.3448275862068966,9.0,0.5850487540628385,870,40649,9738.470708642704,70.43495260254754,3745.031221370827,1577.4285714285713,
15 June,Chittoor,359,0.8520434803246784,237,4,6,0.40404040404040403,9.333333333333334,0.8759580791490693,1485,42134,10094.239091686184,72.83069928970902,3635.066448430115,1172.142857142857,
16 June,Chittoor,363,0.8376214320326741,240,5,4,0.3325020781379884,8.571428571428571,0.7898894154818326,1203,43337,10382.44741815171,63.247712541063095,3811.8725539426323,1085.142857142857,1.0
17 June,Chittoor,388,0.8792005619632458,253,5,25,3.1486146095717884,8.714285714285714,0.8421924616871462,794,44131,10572.669705112332,84.09070871936798,3638.6600684608575,1034.7142857142858,1.0
18 June,Chittoor,406,0.8770034993735689,257,5,18,0.8321775312066574,10.714285714285714,0.8873639375295788,2163,46294,11090.86971354536,101.81923420436294,3335.59811253493,1207.4285714285713,1.0
19 June,Chittoor,464,0.9699199397980727,262,5,58,3.7540453074433655,17.0,1.3397883359603693,1545,47839,11461.01257671181,111.40222095300886,4218.670341422652,1268.857142857143,1.0
20 June,Chittoor,515,1.076527519387947,268,5,51,,23.571428571428573,1.41439205955335,,47839,11461.01257671181,117.63116233962872,,1343.3333333333333,1.0
21 June,Chittoor,562,1.1138859158837753,272,6,47,1.7973231357552581,29.857142857142858,1.6114227434982151,2615,50454,12087.500335404537,114.27711697760265,5857.840224778537,1634.1666666666667,1.0
22 June,Chittoor,591,1.1713640147461053,272,6,29,,33.142857142857146,1.8269230769230769,,50454,12087.500335404537,106.1315782412536,,1664.0,1.0
23 June,Chittoor,617,1.2228961033812977,275,6,26,,36.285714285714285,2.0795278909652946,,50454,12087.500335404537,110.68349694686042,,1779.25,1.0
24 June,Chittoor,657,1.1618653509469998,284,6,40,0.6564910553093715,38.42857142857143,1.3128221649484537,6093,56547,13547.228791892026,119.0686103519256,8635.948083210991,3104.0,1.0
25 June,Chittoor,699,1.231739766339495,289,6,42,20.792079207920793,41.857142857142854,1.7886178861788617,202,56749,13595.622874972689,132.4847918000299,4572.282552447687,2613.75,1.0
26 June,Chittoor,725,1.2775555516396764,290,6,26,,37.285714285714285,1.4478114478114479,,56749,13595.622874972689,144.9426745732696,,2970.0,1.0
27 June,Chittoor,809,1.3043548361091852,310,6,84,1.5927189988623436,42.0,1.5016920473773265,5274,62023,14859.139677781654,190.7014362980539,5859.51724745955,3546.0,1.0
28 June,Chittoor,891,1.4130745075649442,335,6,82,7.9534432589718715,47.0,1.9682539682539681,1031,63054,15106.141161228003,194.7742056662284,6175.755810164866,3150.0,
29 June,Chittoor,947,1.4707252678987421,338,6,56,4.191616766467066,50.857142857142854,2.1814006888633752,1336,64390,15426.212918632777,189.98271229190544,7238.988189927131,2787.2,
30 June,Chittoor,1054,1.600291514203726,369,6,107,7.264086897488119,62.42857142857143,2.667272373288338,1473,65863,15779.106405651662,168.66056677616825,4339.655549124307,2568.1666666666665,
01 July,Chittoor,1089,1.5965635033499979,399,6,35,1.4919011082693947,61.714285714285715,3.4813925570228093,2346,68209,16341.148578459746,157.4005573465093,6765.349069875306,1943.6666666666667,
02 July,Chittoor,1136,1.6277636876871713,411,6,47,2.9746835443037973,62.42857142857143,3.151840490797546,1580,69789,16719.67655503126,202.44059506514515,3422.084567941459,2173.3333333333335,
03 July,Chittoor,1183,1.6951095444840878,411,8,47,,65.42857142857143,3.151840490797546,,69789,16719.67655503126,200.52399771541596,,2173.3333333333335,2.0
04 July,Chittoor,1250,1.6219863493628837,463,10,67,0.9207090834134946,63.0,2.619158412550688,7277,77066,18463.06141927867,183.2746215678533,5980.262880492489,2507.1666666666665,2.0
05 July,Chittoor,1324,1.7180079412451665,463,12,74,,61.857142857142854,2.2266628604053667,,77066,18463.06141927867,239.0955193787158,,2802.4,2.0
06 July,Chittoor,1444,1.8737186307840032,574,13,120,,71.0,2.019564531397917,,77066,18463.06141927867,316.7177120427478,,3169.0,1.75
07 July,Chittoor,1510,1.8295268673895924,732,15,66,1.206801974766868,65.14285714285714,1.2895873320537428,5469,82535,19773.295282487285,282.2189597476225,3890.2134706128127,4168.0,1.8
08 July,Chittoor,1765,2.0844158911616044,903,16,255,11.910322279308735,96.57142857142857,2.6416469302240846,2141,84676,20286.224648208557,254.42829817654928,6622.562567320482,4116.75,1.6666666666666667
09 July,Chittoor,2001,2.312546227810651,998,17,236,12.742980561555076,123.57142857142857,3.7278212557500447,1852,86528,20729.916934670862,372.5386098536103,4044.4995572660123,4184.75,1.5714285714285714
10 July,Chittoor,2209,2.498021033585887,1057,19,208,10.935856992639327,146.57142857142858,4.463279866959927,1902,88430,21185.587954568975,385.23606729556616,5035.8595364134335,3728.2,1.5714285714285714
11 July,Chittoor,2509,2.837272418862377,1126,19,300,,179.85714285714286,6.731784582893347,,88430,21185.587954568975,434.3488743823765,,2841.0,1.5
12 July,Chittoor,2668,2.8964424131230118,1174,21,159,4.317132772196579,192.0,6.140758955273476,3683,92113,22067.94145945055,463.0978346283143,4222.263961453394,3009.4,1.5
13 July,Chittoor,2836,2.9951313274261513,1183,24,168,6.526806526806527,198.85714285714286,6.197151126496793,2574,94687,22684.606656725915,463.5769839657466,4611.093648779703,2936.8333333333335,1.8333333333333333
14 July,Chittoor,3074,3.062454546360222,1236,29,238,4.182776801405975,223.42857142857142,7.084407577625827,5690,100377,24047.7865217208,459.02506526013974,5431.157739795078,2973.6666666666665,2.3333333333333335
15 July,Chittoor,3331,3.2796408246854263,1273,33,257,21.6148023549201,223.71428571428572,7.495559502664299,1189,101566,24332.6408028243,582.6455943176721,5317.838921492339,2815.0,2.8333333333333335
16 July,Chittoor,3536,3.4814800228422897,1303,38,205,,219.28571428571428,6.8493150684931505,,101566,24332.6408028243,621.217115980972,,3007.6,3.5
17 July,Chittoor,3864,3.6918490775154544,1362,43,328,10.590894413948982,236.42857142857142,7.084334380582764,3097,104663,25074.60355183821,623.3732879994174,4850.189168158418,3246.6,4.0
18 July,Chittoor,4207,3.923086248216567,1413,44,343,13.325563325563326,242.57142857142858,7.938533524751422,2574,107237,25691.268749113573,949.434412122095,5719.126491591887,3134.5,3.5714285714285716
19 July,Chittoor,4647,4.333392392551079,1462,46,440,,282.7142857142857,8.820417878868025,,107237,25691.268749113573,1207.6959049981026,,3024.8,3.5714285714285716
20 July,Chittoor,4763,4.280155642023346,1580,51,116,2.868447082096934,275.2857142857143,7.725683982162227,4044,111281,26660.108709401677,976.0272003495874,8044.917375488253,3318.8,3.857142857142857
21 July,Chittoor,5323,4.783386202496383,1685,59,560,,321.2857142857143,9.574468085106384,,111281,26660.108709401677,1184.4571621326363,,2726.0,4.285714285714286
22 July,Chittoor,5668,4.825061717885418,3083,64,345,5.574406204556471,333.85714285714283,7.117706237424548,6189,117470,28142.836334085918,1448.2288723891152,11871.643558891286,3976.0,4.428571428571429
23 July,Chittoor,5939,5.055758917170341,3442,67,271,,343.2857142857143,7.117706237424548,,117470,28142.836334085918,1916.1182003917525,,3976.0,4.142857142857143
24 July,Chittoor,6569,5.259786533857524,3581,68,630,8.489421910793693,386.42857142857144,7.089183310263002,7421,124891,29920.719950628452,1951.8148260304586,11526.89561060875,5057.0,3.5714285714285716
25 July,Chittoor,6869,5.4999959965089555,3901,73,300,,380.2857142857143,6.179902571655149,,124891,29920.719950628452,1871.796886679265,,5884.666666666667,4.142857142857143
26 July,Chittoor,7442,5.553565565207009,4128,77,573,6.2877208383627785,399.2857142857143,6.216610004856727,9113,134004,32103.96390663871,1827.2359982980615,11414.535090980877,6691.75,4.428571428571429
27 July,Chittoor,7809,5.720795299702568,4432,84,367,14.691753402722178,435.14285714285717,7.592878950081282,2498,136502,32702.421429091646,1449.6663204014121,10332.13673772132,6305.25,4.714285714285714
28 July,Chittoor,8261,5.828236007929957,4680,89,452,8.627600687154038,419.7142857142857,7.770847012475378,5239,141741,33957.55311849555,1904.1394669559452,15088.17306107429,6092.0,4.285714285714286
29 July,Chittoor,9080,6.150636401200322,4898,95,819,13.914373088685016,487.42857142857144,9.420698345326127,5886,147627,35367.6896185588,2418.027131352083,16910.138416660597,6031.4,4.428571428571429
30 July,Chittoor,9589,6.2340718780881055,5143,101,509,8.22426886411375,521.4285714285714,9.216970230561822,6189,153816,36850.417243243035,2435.755656837078,16786.517887603066,6057.666666666667,4.857142857142857
31 July,Chittoor,10378,6.747022416393613,5437,108,789,,544.1428571428571,9.403630077787382,,153816,36850.417243243035,2485.826762598753,,5785.0,5.714285714285714
01 August,Chittoor,11327,6.987317097243813,6010,114,949,11.444766039556198,636.8571428571429,9.858398043904668,8292,162108,38836.97039623734,2222.2946270109896,14565.421133935655,6202.833333333333,5.857142857142857
02 August,Chittoor,12108,7.290857524793612,6344,117,781,19.7072924552107,666.5714285714286,12.090310911528986,3963,166071,39786.40480835943,2049.561290866647,12657.688046948968,5344.5,5.714285714285714
03 August,Chittoor,12348,7.3238434163701065,6671,120,240,9.489916963226571,648.4285714285714,11.682970901613809,2529,168600,40392.28914554257,1873.9530586977105,10904.480621284198,5349.666666666667,5.142857142857143
04 August,Chittoor,12874,7.417607743719751,7097,127,526,10.60483870967742,659.0,12.017976680599642,4960,173560,41580.57950237466,2335.1342959762956,15367.996274134752,5303.166666666667,5.428571428571429
05 August,Chittoor,13551,7.620070515596093,7452,135,677,15.843669553007254,638.7142857142857,12.189631199099516,4273,177833,42604.28206179877,2426.412244757148,14512.475132149388,5034.333333333333,5.714285714285714
06 August,Chittoor,14306,7.817272752110598,7948,143,755,14.597834493426141,673.8571428571429,13.457124259138716,5172,183005,43843.362248398684,2474.3271785003776,15257.552351856608,4864.833333333333,6.0
07 August,Chittoor,15286,8.1227714985626,8498,153,980,18.911617136240835,701.1428571428571,14.279479794012394,5182,188187,45084.838181685765,2436.7139555119425,15078.35049965693,4910.142857142857,6.428571428571429
08 August,Chittoor,16249,8.409454361023274,9169,161,963,19.122319301032565,703.1428571428571,15.818736943596337,5036,193223,46291.336213340284,2414.912660658773,14883.097144653268,4445.0,6.714285714285714
09 August,Chittoor,17097,8.648038928061993,9842,171,848,18.949720670391063,712.7142857142857,15.774496474531254,4475,197698,47363.43285584504,2592.1979155087224,15072.12155827031,4518.142857142857,7.714285714285714
10 August,Chittoor,17576,8.742756236476236,10367,177,479,14.354210368594545,746.8571428571429,16.118390627408665,3337,201035,48162.89352535083,1836.3398357092751,11259.769854990245,4633.571428571428,8.142857142857142
11 August,Chittoor,18334,8.917835671342685,10945,189,758,16.648363716231056,780.0,17.047583364556015,4553,205588,49253.676992015455,2161.9218104945203,13970.796806182176,4575.428571428572,8.857142857142858
