dates,state,cum_positive_cases,cum_positivity_rate,cum_recovered,cum_deceased,daily_positive_cases,daily_positivity_rate,daily_positive_cases_ma,daily_positivity_rate_ma,daily_tests,cum_tested,test_per_million,daily_cases_per_million,daily_tests_per_million,daily_tests_ma,daily_deceased_ma
30 January,Anantapur,,,,,,,,,,,,,,,
31 January,Anantapur,,,,,,,,,,,,,,,
01 February,Anantapur,,,,,,,,,,,,,,,
02 February,Anantapur,,,,,,,,,,,,,,,
03 February,Anantapur,,,,,,,,,,,,,,,
04 February,Anantapur,,,,,,,,,,,,,,,
05 February,Anantapur,,,,,,,,,,,,,,,
06 February,Anantapur,,,,,,,,,,,,,,,
07 February,Anantapur,,,,,,,,,,,,,,,
08 February,Anantapur,,,,,,,,,,,,,,,
09 February,Anantapur,,,,,,,,,,,,,,,
10 February,Anantapur,,,,,,,,,,,,,,,
11 February,Anantapur,,,,,,,,,,,,,,,
12 February,Anantapur,,,,,,,,,,,,,,,
13 February,Anantapur,,,,,,,,,,,,,,,
14 February,Anantapur,,,,,,,,,,,,,,,
15 February,Anantapur,,,,,,,,,,,,,,,
16 February,Anantapur,,,,,,,,,,,,,,,
17 February,Anantapur,,,,,,,,,,,,,,,
18 February,Anantapur,,,,,,,,,,,,,,,
19 February,Anantapur,,,,,,,,,,,,,,,
20 February,Anantapur,,,,,,,,,,,,,,,
21 February,Anantapur,,,,,,,,,,,,,,,
22 February,Anantapur,,,,,,,,,,,,,,,
23 February,Anantapur,,,,,,,,,,,,,,,
24 February,Anantapur,,,,,,,,,,,,,,,
25 February,Anantapur,,,,,,,,,,,,,,,
26 February,Anantapur,,,,,,,,,,,,,,,
27 February,Anantapur,,,,,,,,,,,,,,,
28 February,Anantapur,,,,,,,,,,,,,,,
29 February,Anantapur,,,,,,,,,,,,,,,
01 March,Anantapur,,,,,,,,,,,,,,,
02 March,Anantapur,,,,,,,,,,,,,,,
03 March,Anantapur,,,,,,,,,,,,,,,
04 March,Anantapur,,,,,,,,,,,,,,,
05 March,Anantapur,,,,,,,,,,,,,,,
06 March,Anantapur,,,,,,,,,,,,,,,
07 March,Anantapur,,,,,,,,,,,,,,,
08 March,Anantapur,,,,,,,,,,,,,,,
09 March,Anantapur,,,,,,,,,,,,,,,
10 March,Anantapur,,,,,,,,,,,,,,,
11 March,Anantapur,,,,,,,,,,,,,,,
12 March,Anantapur,,,,,,,,,,,,,,,
13 March,Anantapur,,,,,,,,,,,,,,,
14 March,Anantapur,,,,,,,,,,,,,,,
15 March,Anantapur,,,,,,,,,,,,,,,
16 March,Anantapur,,,,,,,,,,,,,,,
17 March,Anantapur,,,,,,,,,,,,,,,
18 March,Anantapur,,,,,,,,,,,,,,,
19 March,Anantapur,,,,,,,,,,,,,,,
20 March,Anantapur,,,,,,,,,,,,,,,
21 March,Anantapur,,,,,,,,,,,,,,,
22 March,Anantapur,,,,,,,,,,,,,,,
23 March,Anantapur,,,,,,,,,,,,,,,
24 March,Anantapur,,,,,,,,,,,,,,,
25 March,Anantapur,,,,,,,,,,,,,,,
26 March,Anantapur,,,,,,,,,,,,,,,
27 March,Anantapur,,,,,,,,,,,,,,,
28 March,Anantapur,,,,,,,,,,,,,,,
29 March,Anantapur,,,,,,,,,,,,,,,
30 March,Anantapur,,,,,,,,,,,,,,,
31 March,Anantapur,,,,,,,,,,,,,,,
01 April,Anantapur,,,,,,,,,,,,,,,
02 April,Anantapur,,,,,,,,,,,,,,,
03 April,Anantapur,,,,,,,,,,,,,,,
04 April,Anantapur,,,,,,,,,,,,,,,
05 April,Anantapur,,,,,,,,,,,,,,,
06 April,Anantapur,,,,,,,,,,,,,,,
07 April,Anantapur,,,,,,,,,,,,,,,
08 April,Anantapur,,,,,,,,,,,,,,,
09 April,Anantapur,,,,,,,,,,,,,,,
10 April,Anantapur,,,,,,,,,,,,,,,
11 April,Anantapur,,,,,,,,,,,,,,,
12 April,Anantapur,,,,,,,,,,,,,,,
13 April,Anantapur,,,,,,,,,,,,,,,
14 April,Anantapur,,,,,,,,,,,,,,,
15 April,Anantapur,,,,,,,,,,,,,,,
16 April,Anantapur,,,,,,,,,,,,,,,
17 April,Anantapur,,,,,,,,,,,,,,,
18 April,Anantapur,,,,,,,,,,,,,,,
19 April,Anantapur,,,,,,,,,,,,,,,
20 April,Anantapur,,,,,,,,,,,,,,,
21 April,Anantapur,,,,,,,,,,,,,,,
22 April,Anantapur,,,,,,,,,,,,,,,
23 April,Anantapur,,,,,,,,,,,,,,,
24 April,Anantapur,,,,,,,,,,,,,,,
25 April,Anantapur,,,,,,,,,,,,,,,
26 April,Anantapur,53,,14,4,,,,,,,,,,,
27 April,Anantapur,53,,14,4,,,,,,,,,,,
28 April,Anantapur,54,,14,4,1,,1.0,,,,,20.092385769886317,,,
29 April,Anantapur,58,,17,4,4,,2.5,,,,,17.887123917093916,,,
30 April,Anantapur,61,,20,4,3,,2.6666666666666665,,,,,17.397065727584494,,,
01 May,Anantapur,67,,22,4,6,,3.5,,,,,14.70174568528267,,,
02 May,Anantapur,71,,24,4,4,,3.6,,,,,15.191803874792093,,,
03 May,Anantapur,78,,24,4,7,,4.166666666666667,,,,,14.211687495773248,,,
04 May,Anantapur,78,,24,4,,,4.166666666666667,,,,,,,,
05 May,Anantapur,80,,24,4,2,,4.333333333333333,,,,,16.416949348565648,,,
06 May,Anantapur,80,,34,4,,,4.4,,,,,,,,
07 May,Anantapur,83,,39,4,3,,4.4,,,,,13.721629306263825,,,
08 May,Anantapur,99,,42,4,16,,6.4,,,,,13.231571116754404,,,
09 May,Anantapur,102,,44,4,3,,6.2,,,,,10.536251074452581,,,
10 May,Anantapur,107,,45,4,5,,5.8,,,,,12.251454737735559,,,
11 May,Anantapur,115,,45,4,8,,6.166666666666667,,,,,9.311105600679024,,,
12 May,Anantapur,115,,48,4,,,7.0,,,,,,,,
13 May,Anantapur,118,,49,4,3,,6.333333333333333,,,,,11.761396548226136,,,
14 May,Anantapur,118,,52,4,,,7.0,,,,,,,,
15 May,Anantapur,122,,56,4,4,,4.6,,,,,24.99296766498054,,,
16 May,Anantapur,122,,93,4,,,5.0,,,,,,,,
17 May,Anantapur,122,,71,4,,,5.0,,,,,,,,
18 May,Anantapur,122,,73,4,,,3.5,,,,,,,,
19 May,Anantapur,122,,73,4,,,3.5,,,,,,,,
20 May,Anantapur,136,0.6897251242519525,92,4,14,0.07100111573181864,9.0,0.07100111573181864,19718,19718,4831.483690373395,17.397065727584494,2244.9565661426636,19718.0,
21 May,Anantapur,136,0.6897251242519525,92,4,,,9.0,0.07100111573181864,,19718,4831.483690373395,,,19718.0,
22 May,Anantapur,136,0.6897251242519525,92,4,,,14.0,0.07100111573181864,,19718,4831.483690373395,,,19718.0,
23 May,Anantapur,136,0.6897251242519525,92,4,,,14.0,0.07100111573181864,,19718,4831.483690373395,,,19718.0,
24 May,Anantapur,136,0.6897251242519525,92,4,,,14.0,0.07100111573181864,,19718,4831.483690373395,,,19718.0,
25 May,Anantapur,136,0.6897251242519525,92,4,,,14.0,0.07100111573181864,,19718,4831.483690373395,,,19718.0,
26 May,Anantapur,136,0.6897251242519525,92,4,,,14.0,0.07100111573181864,,19718,4831.483690373395,,,19718.0,
27 May,Anantapur,206,0.8261811181519211,104,4,70,1.3420245398773005,70.0,1.3420245398773005,5216,24934,6109.555448613968,32.833898697131296,2367.9611717095286,5216.0,
28 May,Anantapur,209,0.8015340364333653,104,4,3,0.26292725679228746,36.5,1.1483404121440932,1141,26075,6389.133645729094,31.36372412860303,2415.496816091943,3178.5,
29 May,Anantapur,209,0.7760573316995284,116,4,,,36.5,1.1483404121440932,856,26931,6598.878550839127,,2851.6486047553285,2404.3333333333335,
30 May,Anantapur,209,0.7760573316995284,130,4,,,36.5,1.1483404121440932,,26931,6598.878550839127,,,2404.3333333333335,
31 May,Anantapur,216,0.7696419027258151,141,4,7,0.6172839506172839,26.666666666666668,1.0679482045120812,1134,28065,6876.741544290969,26.95320042301823,2295.9226178516437,2086.75,
01 June,Anantapur,220,0.7429922323539345,150,4,4,0.2588996763754045,21.0,0.9296148738379814,1545,29610,7255.311495686998,25.728054949244672,2589.222444273033,1978.4,
02 June,Anantapur,223,0.7356579685283542,162,4,3,0.4267425320056899,17.4,0.8933155354759216,703,30313,7427.566949299559,28.178345896791786,3030.029785736758,1765.8333333333333,
03 June,Anantapur,231,0.7620492857849768,164,4,8,,5.0,0.37585673225735133,,30313,7427.566949299559,44.105237055848015,,1075.8,
04 June,Anantapur,238,0.7851416883845215,165,4,7,,5.8,0.41395623891188643,,30313,7427.566949299559,34.549102360414274,,1059.5,
05 June,Anantapur,255,0.8412232375548444,165,4,17,,7.666666666666667,0.41395623891188643,,30313,7427.566949299559,33.81401507615014,,1127.3333333333333,
06 June,Anantapur,274,0.9039026160393231,166,4,19,,9.285714285714286,0.41395623891188643,,30313,7427.566949299559,51.456109898489345,,1127.3333333333333,
07 June,Anantapur,288,0.9500874212384126,173,4,14,,10.285714285714286,0.3113879003558719,,30313,7427.566949299559,48.76078985618752,,1124.0,
08 June,Anantapur,306,0.8134619985644789,173,4,18,0.24644030668127054,12.285714285714286,0.26227051330086176,7304,37617,9217.25945738797,37.73448059222552,3490.6844838756156,4003.5,
09 June,Anantapur,306,0.7696177062374245,173,5,,,13.833333333333334,0.24644030668127054,2143,39760,9742.356807447317,,3696.263894374818,4723.5,1.0
10 June,Anantapur,351,0.8530598357069946,174,5,45,3.2467532467532467,20.0,0.7249712313003452,1386,41146,10081.967132777347,89.43561958546958,3762.42174995859,3611.0,1.0
11 June,Anantapur,366,0.868739615475908,175,5,15,1.524390243902439,21.333333333333332,0.8062848873268554,984,42130,10323.075762015982,44.595295245357434,2842.8275573441592,2954.25,1.0
12 June,Anantapur,403,0.9395034386292108,175,5,37,4.836601307189542,24.666666666666668,1.1016380879394578,765,42895,10510.523019503336,50.72102261422521,2885.217590736724,2516.4,1.0
13 June,Anantapur,418,0.9507995359734323,177,5,15,1.404494382022472,24.0,1.129747110454506,1068,43963,10772.214092701368,54.39645903554588,3547.2862047639537,2275.0,1.0
14 June,Anantapur,463,1.0256069466595783,194,5,45,3.8103302286198137,29.166666666666668,1.3792559899117276,1181,45144,11061.593453606682,72.03855385788509,3830.294809205645,2118.714285714286,1.0
15 June,Anantapur,485,1.0416219234568962,194,6,22,1.5514809590973202,29.833333333333332,2.6315789473684212,1418,46562,11409.04470996886,74.4888448054322,3717.8264547132326,1277.857142857143,1.0
16 June,Anantapur,513,1.077889605614271,202,6,28,2.7158098933074686,29.571428571428573,2.6426656453466104,1031,47593,11661.669706660969,64.68768101524375,3898.6579266422095,1119.0,1.0
17 June,Anantapur,580,1.2077797676065136,202,6,67,15.617715617715618,32.714285714285715,3.3304246655031995,429,48022,11766.78718831074,86.00521225890363,3721.5018911345533,982.2857142857143,1.0
18 June,Anantapur,642,1.31527729405257,205,6,62,7.858048162230672,39.42857142857143,4.131118096093399,789,48811,11960.115144072208,104.13736527075226,3411.540086269844,954.4285714285714,1.0
19 June,Anantapur,692,1.3974998485368662,211,6,50,7.0821529745042495,41.285714285714285,4.364240410752038,706,49517,12133.105684969034,113.9385290609407,4314.717329535709,946.0,1.0
20 June,Anantapur,789,1.5933921683462244,230,6,97,,53.0,4.9333813467770975,,49517,12133.105684969034,120.30928552456318,,925.6666666666666,1.0
21 June,Anantapur,800,1.5328900726206671,288,6,11,0.4116766467065868,48.142857142857146,3.4066713981547196,2672,52189,12787.823426153622,116.87887819799722,5991.206395847443,1174.1666666666667,1.0
22 June,Anantapur,870,1.6670179539749757,299,7,70,,55.0,3.8741780700195485,,52189,12787.823426153622,108.54788897633705,,1125.4,1.0
23 June,Anantapur,938,1.7973136101477323,310,7,68,,60.714285714285715,4.134029590948651,,52189,12787.823426153622,113.20344177667656,,1149.0,1.0
24 June,Anantapur,1028,1.8069641946880877,347,7,90,1.9140791152700978,64.0,2.401623632878566,4702,56891,13939.950229690274,121.77946009309146,8832.563778623075,2217.25,1.0
25 June,Anantapur,1080,1.896633475580844,347,7,52,100.0,62.57142857142857,2.49631087063453,52,56943,13952.691742617519,135.50108939935527,4676.380273393663,2033.0,1.0
26 June,Anantapur,1159,2.0353687020353686,388,7,79,,66.71428571428571,2.060328575276057,,56943,13952.691742617519,148.24260232660026,,2475.3333333333335,1.0
27 June,Anantapur,1320,2.243409983174425,463,7,161,8.4915611814346,75.85714285714286,3.368375885003218,1896,58839,14417.26690627245,195.0431594247501,5992.921599510726,2330.5,1.0
28 June,Anantapur,1371,2.3234925261837778,702,7,51,30.538922155688624,81.57142857142857,5.192900102684465,167,59006,14458.186765096487,199.2086540355802,6316.360004586944,1704.25,1.0
29 June,Anantapur,1467,2.4199135627330013,838,7,96,5.9405940594059405,85.28571428571429,5.336179295624333,1616,60622,14854.1537822201,194.30807214048596,7403.799127108353,1686.6,
30 June,Anantapur,1571,2.5548454245336716,915,8,104,11.967779056386652,90.42857142857143,5.955708449795742,869,61491,15067.084065561945,172.50048270731668,4438.457022386839,1550.3333333333333,1.0
01 July,Anantapur,1689,2.675304515863336,1005,8,118,7.1863580998781975,94.42857142857143,9.323934636334508,1642,63133,15469.421839149181,160.98411525384523,6919.376606778289,1040.3333333333333,1.0
02 July,Anantapur,1823,2.8289004065671457,1083,9,134,10.236822001527884,106.14285714285714,8.854513935191358,1309,64442,15790.164924183098,207.04958506773093,3499.9955894762943,1249.8333333333333,1.0
03 July,Anantapur,1972,3.0601160733683,1111,9,149,,116.14285714285714,8.854513935191358,,64442,15790.164924183098,205.08935230969325,,1249.8333333333333,1.0
04 July,Anantapur,2099,3.029253438397483,1139,9,127,2.6190967209733964,111.28571428571429,6.027554535017222,4849,69291,16978.31100464869,187.44725748735405,6116.4162632671005,1742.0,1.0
05 July,Anantapur,2186,3.15481087009857,1247,12,87,,116.42857142857143,5.629557608167234,,69291,16978.31100464869,244.53903656520174,,2057.0,1.6666666666666667
06 July,Anantapur,2328,3.3597436896566655,1359,13,142,,123.0,5.571576883146845,,69291,16978.31100464869,323.92846326572817,,2167.25,1.5
07 July,Anantapur,2481,3.399421783154981,1443,16,153,4.14409534127844,130.0,4.6293073442394705,3692,72983,17882.958422483087,288.64427362104976,3978.782440627,2873.0,2.0
08 July,Anantapur,2568,3.47788401636014,1517,18,87,10.175438596491228,125.57142857142857,4.680056048575432,855,73838,18092.458298498364,260.22089862950327,6773.339266304481,2676.25,2.0
09 July,Anantapur,2659,3.5097676874340022,1655,20,91,4.73465140478668,119.42857142857143,4.046651351828945,1922,75760,18563.404218616917,381.0202423435759,4136.581177649034,2829.5,2.2
10 July,Anantapur,2850,3.655298900845208,1703,22,191,8.646446355817112,125.42857142857143,4.797811783839728,2209,77969,19104.673488930075,394.0067843655756,5150.5115717440285,2705.4,2.1666666666666665
11 July,Anantapur,3161,4.054175377393579,1821,23,311,,151.71428571428572,6.015210878082508,,77969,19104.673488930075,444.23774879029133,,2169.5,2.0
12 July,Anantapur,3290,4.044849885662298,1893,24,129,3.8290293855743545,157.71428571428572,5.403834979662987,3369,81338,19930.176509158697,473.6412401608567,4318.39276595703,2409.4,1.7142857142857142
13 July,Anantapur,3466,4.182959208303162,2072,30,176,11.563731931668856,162.57142857142858,6.094774854447638,1522,82860,20303.11079137537,474.13129835036614,4716.074986743926,2261.5,2.4285714285714284
14 July,Anantapur,3651,4.364979735303612,2155,40,185,23.627075351213282,167.14285714285714,8.058161350844278,783,83643,20494.96857256831,469.4757455500266,5554.809578089303,1776.6666666666667,3.4285714285714284
15 July,Anantapur,3813,4.495614035087719,2205,49,162,13.81074168797954,177.85714285714286,8.507924940790673,1173,84816,20782.387700715582,595.9107584434576,5438.910816270324,1829.6666666666667,4.428571428571429
16 July,Anantapur,3987,4.700764006791172,2404,52,174,,189.71428571428572,9.308745583038869,,84816,20782.387700715582,635.360442698966,,1811.2,4.571428571428571
17 July,Anantapur,4284,4.831233859235619,2500,58,297,7.70028519574799,204.85714285714286,8.865844544095665,3857,88673,21727.464919184506,637.5657045517585,4960.614023309127,2140.8,5.142857142857143
18 July,Anantapur,4504,4.987707913445992,2616,65,220,13.505217925107427,191.85714285714286,9.478634557690748,1629,90302,22126.61731453993,971.0503025129204,5849.334549984465,2055.5,6.0
19 July,Anantapur,5141,5.6931186463201255,2732,68,637,,264.42857142857144,11.601963409192324,,90302,22126.61731453993,1235.1916666584991,,1792.8,6.285714285714286
20 July,Anantapur,5483,5.763388868450098,3091,74,342,7.07635009310987,288.14285714285717,9.824847250509166,4833,95135,23310.84292948945,998.2485320306934,8228.077001863201,2455.0,6.285714285714286
21 July,Anantapur,5941,6.244810006832396,3255,80,458,,327.14285714285717,8.8844413505047,,95135,23310.84292948945,1211.4238444672922,,2873.0,5.714285714285714
22 July,Anantapur,6266,6.3467946964862705,3980,80,325,9.047884187082404,350.42857142857144,8.511250089856947,3592,98727,24190.98743784837,1481.200877792229,12141.926732380203,3477.75,5.166666666666667
23 July,Anantapur,7282,7.375895145198375,4315,81,1016,,470.7142857142857,8.511250089856947,,98727,24190.98743784837,1959.7426998481799,,3477.75,4.833333333333333
24 July,Anantapur,8266,7.851592925397519,4711,81,984,15.02060754083346,568.8571428571429,11.267690454682324,6551,105278,25796.173037586483,1996.252034966632,11789.329865028174,4151.25,4.6
25 July,Anantapur,8989,8.53834609320086,4740,81,723,,640.7142857142857,11.024305555555555,,105278,25796.173037586483,1914.4123173185585,,4992.0,4.0
26 July,Anantapur,9723,8.764512872286724,4926,83,734,12.972781901732061,654.5714285714286,11.558592614132015,5658,110936,27182.54765570864,1868.8369056941822,11674.411219588213,5158.5,3.75
27 July,Anantapur,10247,9.008193262536043,5029,86,524,18.607954545454547,680.5714285714286,13.788472901111888,2816,113752,27872.549586537905,1482.6710523607574,10567.36976948643,4654.25,3.0
28 July,Anantapur,10987,9.348887867803475,5228,89,740,19.628647214854112,720.8571428571429,14.771965873051325,3770,117522,28796.309273763167,1947.4912451104444,15431.687358556956,4477.4,2.25
29 July,Anantapur,12358,9.704651290629098,5384,97,1371,13.962725328444852,870.2857142857143,15.212832879010275,9819,127341,31202.249955159674,2473.0786533593,17295.133624166534,5722.8,3.4
30 July,Anantapur,13312,9.841058623493753,5772,105,954,12.03178206583428,861.4285714285714,14.522617190706839,7929,135270,33145.08564746978,2491.2108063711485,17168.698611273103,6090.5,4.8
31 July,Anantapur,14699,10.866415317513122,6158,114,1387,,919.0,14.413843691651106,,135270,33145.08564746978,2542.421887174883,,5998.4,5.5
01 August,Anantapur,15827,10.682875135839302,6885,120,1128,8.755724598307848,976.8571428571429,12.713702623906705,12883,148153,36301.795475194725,2272.8898829447007,14897.033873802175,7145.833333333333,5.571428571428571
02 August,Anantapur,16523,10.899364099316605,8011,122,696,20.214928841126923,971.4285714285714,13.312838170191835,3443,151596,37145.4306484352,2096.223905626554,12945.86719227041,6776.666666666667,5.571428571428571
03 August,Anantapur,17476,11.196750405238305,9473,124,953,21.24860646599777,1032.7142857142858,13.801412743036689,4485,156081,38244.386138410075,1916.6175791713508,11152.744276855434,7054.833333333333,5.428571428571429
04 August,Anantapur,18801,11.403530053981925,10944,130,1325,15.075662760268518,1116.2857142857142,13.573962997381093,8789,164870,40397.94685220923,2388.29858657417,15717.881341230457,7891.333333333333,5.857142857142857
05 August,Anantapur,20061,11.774269280431975,12667,132,1260,22.867513611615244,1100.4285714285713,14.675062152931062,5510,170380,41748.05716430769,2481.654671675715,14842.882443861385,7173.166666666667,5.0
06 August,Anantapur,21173,12.015299318453952,14263,142,1112,19.05088230255268,1123.0,15.810682101252839,5837,176217,43178.29199039094,2530.660490626657,15604.922928548536,6824.5,5.285714285714286
07 August,Anantapur,22273,12.639529670803611,15496,151,1100,,1082.0,15.810682101252839,,176217,43178.29199039094,2492.1909227501674,,6824.5,5.285714285714286
08 August,Anantapur,23249,12.560644861529818,16162,162,976,10.99470541849724,1060.2857142857142,17.113776021223032,8877,185094,45353.41526452851,2469.893275127489,15221.942453446922,6156.833333333333,6.0
09 August,Anantapur,24107,12.785739289085953,16927,170,858,24.85515643105446,1083.4285714285713,17.548037889039243,3452,188546,46199.255699621775,2651.2148052459747,15415.27040920839,6158.333333333333,6.857142857142857
10 August,Anantapur,24738,12.91437401463817,17597,175,631,20.977393617021278,1037.4285714285713,17.370958193555662,3008,191554,46936.303216643944,1878.1480112948611,11516.12242437667,5912.166666666667,7.285714285714286
11 August,Anantapur,25697,13.048003980867463,19076,188,959,17.79881217520416,985.1428571428571,18.071838363681717,5388,196942,48256.519979182325,2211.1425510665135,14288.871660620982,5345.333333333333,8.285714285714286
12 August,Anantapur,26478,13.172544512932257,19625,195,781,19.203343988197688,916.7142857142857,17.359365307388423,4067,201009,49253.05330754974,2351.544222360963,14002.922707042235,5104.833333333333,9.0
13 August,Anantapur,27334,13.345897701306564,20689,203,856,22.508545884827768,880.1428571428571,17.69889840881273,3803,204812,50184.8989549019,2449.310831168093,13646.160345079375,4765.833333333333,8.714285714285714
14 August,Anantapur,28096,13.490569661583375,21517,209,762,22.074159907300118,831.8571428571429,18.17018753705495,3452,208264,51030.73938999517,2191.295194391382,12992.912778463315,4578.142857142857,8.285714285714286
15 August,Anantapur,28947,13.644912677649721,22437,216,851,21.927338314867303,814.0,21.06391630623637,3881,212145,51981.6973067382,2139.594055398138,13161.002737465047,3864.4285714285716,7.714285714285714
16 August,Anantapur,29527,13.765116127287815,23322,224,580,24.56586192291402,774.2857142857143,20.878274268104775,2361,214506,52560.21099945407,1963.1731071747458,11944.18825291315,3708.5714285714284,7.714285714285714
17 August,Anantapur,30062,13.854988570164442,24300,229,535,21.65991902834008,760.5714285714286,20.942490756038076,2470,216976,53165.43286349821,1661.2972624369418,10922.906985975515,3631.714285714286,7.714285714285714
18 August,Anantapur,30507,13.76185277745198,25218,238,445,9.464057847724373,687.1428571428571,19.445342820181114,4702,221678,54317.55966703486,2365.0208225724723,13743.68192479175,3533.714285714286,7.142857142857143
19 August,Anantapur,31630,13.893464405409798,25794,246,1123,18.769847902390104,736.0,19.330631847516134,5983,227661,55783.5687409523,2387.0734411003964,14134.503330925514,3807.4285714285716,7.285714285714286
20 August,Anantapur,32603,14.007793803625365,26554,254,973,19.123427672955973,752.7142857142857,18.86029280166088,5088,232749,57030.276775064274,2301.5582870310022,13611.61124271896,3991.0,7.285714285714286
21 August,Anantapur,33307,13.989717828311255,27367,262,704,13.200825051565722,744.4285714285714,17.47602119525119,5333,238082,58337.01693739115,2338.5576803389636,13479.050502456661,4259.714285714285,7.571428571428571
22 August,Anantapur,34327,14.121049318979312,28076,273,1020,20.363345977240968,768.5714285714286,17.385122471401797,5009,243091,59564.36767301749,2517.918977699412,15061.69342547734,4420.857142857143,8.142857142857142
23 August,Anantapur,34793,14.117212669095748,28599,276,466,13.84021384021384,752.2857142857143,16.480971457185777,3367,246458,60389.38063505661,1934.5047030884448,11445.799074182069,4564.571428571428,7.428571428571429
24 August,Anantapur,35726,14.195686380469507,29238,282,933,17.907869481765836,809.1428571428571,16.3265306122449,5210,251668,61665.982218728655,2107.495243985271,13345.019587625835,4956.0,7.571428571428571
25 August,Anantapur,36220,14.391976731249105,30021,293,494,,816.1428571428571,17.402467489163055,,251668,61665.982218728655,2432.403823630018,,4998.333333333333,7.857142857142857
26 August,Anantapur,36948,14.681246721871672,30672,299,728,,759.7142857142857,17.06169034031741,,251668,61665.982218728655,2653.665096193522,,4801.4,7.571428571428571
27 August,Anantapur,37763,14.179451941634563,31546,305,815,5.561621400300259,737.1428571428571,11.729663717868526,14654,266322,65256.63857326419,2602.4540153897874,15020.283508463795,6714.6,7.285714285714286
28 August,Anantapur,38596,14.225164196047501,32494,310,833,16.66,755.5714285714286,12.2352587244284,5000,271322,66481.78404703774,2579.17625138809,15027.87941040119,6648.0,6.857142857142857
29 August,Anantapur,39460,14.262221017439234,33220,316,864,16.140481972725574,733.2857142857143,11.645426393520724,5353,276675,67793.42479125972,2584.5668914726934,15197.684573066206,6716.8,6.142857142857143
30 August,Anantapur,40155,14.285815933371993,33929,323,695,15.766787658802178,766.0,11.95667870036101,4408,281083,68873.51304093849,2598.0434916842028,15455.700209842917,6925.0,6.714285714285714
31 August,Anantapur,41128,14.427940980432053,34603,330,973,24.47798742138365,771.7142857142857,12.518718179095538,3975,285058,69847.50369258846,2451.2710639261304,13841.693562693634,6678.0,6.857142857142857
01 September,Anantapur,41584,14.41811278886327,35464,337,456,13.58355674709562,766.2857142857143,12.615995863607914,3357,288415,70670.06636368002,2540.4616544168452,14661.07085555339,6124.5,6.285714285714286
02 September,Anantapur,42394,14.427186844899405,36052,341,810,14.908890115958034,778.0,12.911332385016596,5433,293848,72001.30943548237,2546.3423526909587,14898.749077465458,6025.714285714285,6.0
03 September,Anantapur,43248,14.450923064071507,36726,348,854,15.736134144094343,783.5714285714286,16.644918520316814,5427,299275,73331.08233271619,2499.0517374032993,15246.935421111903,4707.571428571428,6.142857142857143
04 September,Anantapur,43998,14.701528694344667,37472,351,750,,771.7142857142857,16.642220870747327,,299275,73331.08233271619,2640.4335250767676,,4658.833333333333,5.857142857142857
05 September,Anantapur,44547,14.395028775839283,38195,359,549,5.389750638130768,726.7142857142857,13.228207161593364,10186,309461,75826.94869188768,2652.4399507197486,17059.660664107258,5464.333333333333,6.142857142857143
06 September,Anantapur,45300,14.381134998539665,38913,367,753,13.604336043360433,735.0,12.959631999528204,5535,314996,77183.184731355,2644.8440487823523,17782.496493633655,5652.166666666667,6.285714285714286
07 September,Anantapur,45884,14.389382640165081,39527,371,584,15.059308922124806,679.4285714285714,11.846463212680389,3878,318874,78133.40756081376,2050.4034649074233,14257.507936492379,5636.0,5.857142857142857
08 September,Anantapur,46325,14.345791643053788,40241,379,441,10.907741775908978,677.2857142857143,11.567445365486059,4043,322917,79124.06019090707,2597.5534334946933,17395.35052392121,5750.333333333333,6.0
09 September,Anantapur,47126,14.321269787244388,41344,385,801,13.032866905304262,676.0,11.307681385773108,6146,329063,80630.00900726952,2552.713109154581,17566.625861154753,5869.166666666667,6.285714285714286
10 September,Anantapur,47548,14.272592468076676,42191,391,422,10.345672959058593,614.2857142857143,10.482180293501049,4079,333142,81629.48268477399,2493.1710391291863,17698.206485038034,5644.5,6.142857142857143
11 September,Anantapur,48105,14.264237550483037,43127,397,557,13.585365853658537,586.7142857142857,10.817288698079912,4100,337242,82634.1019732683,2450.045918452357,17430.634713565887,5423.857142857143,6.571428571428571
12 September,Anantapur,48785,14.251326978636886,43856,400,680,13.393736458538507,605.4285714285714,12.897924401972123,5077,342319,83878.11468733798,2426.0330671663955,18491.12063566428,4694.0,5.857142857142857
13 September,Anantapur,49306,14.241562972976096,44611,407,521,13.382995119445159,572.2857142857143,12.833162480779087,3893,346212,84832.01295321806,2336.5974475809257,17699.186601417052,4459.428571428572,5.714285714285714
30 January,Chittoor,,,,,,,,,,,,,,,
31 January,Chittoor,,,,,,,,,,,,,,,
01 February,Chittoor,,,,,,,,,,,,,,,
02 February,Chittoor,,,,,,,,,,,,,,,
03 February,Chittoor,,,,,,,,,,,,,,,
04 February,Chittoor,,,,,,,,,,,,,,,
05 February,Chittoor,,,,,,,,,,,,,,,
06 February,Chittoor,,,,,,,,,,,,,,,
07 February,Chittoor,,,,,,,,,,,,,,,
08 February,Chittoor,,,,,,,,,,,,,,,
09 February,Chittoor,,,,,,,,,,,,,,,
10 February,Chittoor,,,,,,,,,,,,,,,
11 February,Chittoor,,,,,,,,,,,,,,,
12 February,Chittoor,,,,,,,,,,,,,,,
13 February,Chittoor,,,,,,,,,,,,,,,
14 February,Chittoor,,,,,,,,,,,,,,,
15 February,Chittoor,,,,,,,,,,,,,,,
16 February,Chittoor,,,,,,,,,,,,,,,
17 February,Chittoor,,,,,,,,,,,,,,,
